entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,is_commercial,website_url_status,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status,is_commercial_status,company_name_clean,is_hq,name,google_latitude,google_longitude,google_geocode_source,google_geocode_formatted_address
ENT-000183,1,env_labs_standardized.csv,BWXT Lynchburg Technology Center,,TNI01267,2016 Mt. Athos Road,Lynchburg,Virginia,,,env_labs,https://www.bwxt.com/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",BWXT Lynchburg Technology Center,True,HQ Lab @ BWXT Lynchburg Technology Center,37.4072661,-79.0528027,google_rooftop,"2016 Mt Athos Rd, Lynchburg, VA 24504, USA"
ENT-000184,1,env_labs_standardized.csv,CALTEST ANALYTICAL LABORATORY,,TNI01211,,NAPA,California,,,env_labs,https://caltestlabs.com/,Patrick Ingram,Patrick_Ingram@caltestlabs.com,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CALTEST ANALYTICAL LABORATORY,True,HQ Lab @ CALTEST ANALYTICAL LABORATORY,38.2975381,-122.286865,google_approximate,"Napa, CA, USA"
ENT-000185,1,env_labs_standardized.csv,Camp Rilea Laboratory,,TNI02228,33168 Patriot Way,Warrenton,Oregon,,,env_labs,https://www.oregon.gov/omd/rilea/pages/camp-rilea.aspx,henry.idica@omd.oregon.gov,cro.scheduling@omd.oregon.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=2,fetched_ok=2,total_text_chars=5576)",Camp Rilea Laboratory,True,HQ Lab @ Camp Rilea Laboratory,46.1223467,-123.9339199,google_rooftop,"33168 Patriot Way, Warrenton, OR 97146, USA"
ENT-000186,1,env_labs_standardized.csv,CAMPFIELD RESERVOIR  FILTER PLANT,,TNI01593,1000 Lindbergh Place,PEEKSKILL,New York,,,env_labs,https://www.cityofpeekskillny.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=7614)","checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=7614)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=7614)",CAMPFIELD RESERVOIR FILTER PLANT,True,HQ Lab @ CAMPFIELD RESERVOIR FILTER PLANT,41.3030816,-73.9069781,google_rooftop,"1000 Lindbergh Pl, Peekskill, NY 10566, USA"
ENT-000187,1,env_labs_standardized.csv,CANANDAIGUA WASTEWATER TREATMENT FACILITY,,TNI01586,2 North Main Street,CANANDAIGUA,New York,,,env_labs,https://canandaiguanewyork.gov/274/Water-Resource-Recovery-Facility,Michelle Hess- Chief Operator,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=17399)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=17399)",CANANDAIGUA WASTEWATER TREATMENT FACILITY,True,HQ Lab @ CANANDAIGUA WASTEWATER TREATMENT FACILITY,42.8875167,-77.2817747,google_rooftop,"2 N Main St, Canandaigua, NY 14424, USA"
ENT-000188,1,env_labs_standardized.csv,CANANDAIGUA WATER TREATMENT PLANT,,TNI01622,3772 West Lake Road,CANANDAIGUA,New York,,,env_labs,https://www.canandaiguanewyork.gov/,"Cottrell, Brett, Assistant Chief Operator",asimmons@canandaiguanewyork.gov,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,extracted,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=12014)",CANANDAIGUA WATER TREATMENT PLANT,True,HQ Lab @ CANANDAIGUA WATER TREATMENT PLANT,42.8449939,-77.28107399999999,google_rooftop,"3772 W Lake Rd, Canandaigua, NY 14424, USA"
ENT-000189,1,env_labs_standardized.csv,CANISTEO WASTEWATER PLANT LAB,,TNI01432,8 Green Street,CANISTEO,New York,,,env_labs,https://villageofcanisteo.gov/,CHRISTOPHER BERTRAM,canisteolab@empireaccess.net,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=36094)",CANISTEO WASTEWATER PLANT LAB,True,HQ Lab @ CANISTEO WASTEWATER PLANT LAB,42.2724621,-77.605796,google_rooftop,"8 Green St, Canisteo, NY 14823, USA"
ENT-000190,1,env_labs_standardized.csv,CANOBIE LAKE WATER TREATMENT PLANT LABORATORY,,TNI01028,33 Geremonty Drive,SALEM,New Hampshire,,,env_labs,https://www.salemnh.gov/,Dianne Emanuelson,fwallace@salemnh.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=20284)",CANOBIE LAKE WATER TREATMENT PLANT LABORATORY,True,HQ Lab @ CANOBIE LAKE WATER TREATMENT PLANT LABORATORY,42.7805532,-71.2093773,google_rooftop,"33 Geremonty Dr, Salem, NH 03079, USA"
ENT-000191,1,env_labs_standardized.csv,"Cape Fear Analytical, LLC",,TNI01963,"3306 Kitty Hawk Road, Suite 120",Wilmington,North Carolina,,,env_labs,https://www.gel.com/cape-fear-analytical/,"Christopher Cornwell, Vice President of Operations/Laboratory Director",Coleman.Corzine@cfanalytical.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,found_via_fallback_search,extracted,extracted,Cape Fear Analytical,True,HQ Lab @ Cape Fear Analytical,34.2932419,-77.8995736,google_rooftop,"3306 Kitty Hawk Rd Ste 120, Wilmington, NC 28405, USA"
ENT-000192,1,env_labs_standardized.csv,CAPITAL REGION ENVIRONMENTAL LABORATORY,,TNI01520,137 Columbia Turnpike,RENSSELAER,New York,,,env_labs,https://crenvlab.com/,Brian Collins,admin@crenvlab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,CAPITAL REGION ENVIRONMENTAL LABORATORY,True,HQ Lab @ CAPITAL REGION ENVIRONMENTAL LABORATORY,42.6218473,-73.7365581,google_rooftop,"137 Columbia Turnpike, Rensselaer, NY 12144, USA"
ENT-000193,1,env_labs_standardized.csv,Capzer Pharmaceuticals,,TNI02210,"3677 23rd Ave South, Suite B-107",Lake Worth,Florida,,,env_labs,https://capzerpharmaceuticals.com/,,capzer@capzerpharma.com,,,,,,explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=11730)",extracted,extracted,extracted,Capzer Pharmaceuticals,True,HQ Lab @ Capzer Pharmaceuticals,26.6225443,-80.07915570000002,google_rooftop,"3677 23rd Ave S Ste B107, Lake Worth Beach, FL 33461, USA"
ENT-000194,1,env_labs_standardized.csv,Carbondale Central Laboratory,,TNI02547,2401 S. McLafferty Road,Carbondale,Illinois,,,env_labs,https://www.explorecarbondale.com/175/Central-Laboratory,Beth Blaise,kcole@ci.carbondale.il.us,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=50797)",Carbondale Central Laboratory,True,HQ Lab @ Carbondale Central Laboratory,37.6939495,-89.23635,google_rooftop,"2401 S McLafferty Rd, Carbondale, IL 62903, USA"
ENT-000195,1,env_labs_standardized.csv,Cardinal Laboratories,,TNI00162,101 E. Marland,Hobbs,New Mexico,,,env_labs,https://cardinallabsnm.com/,Celey D. Keene,celey.keene@cardinallabsnm.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Cardinal Laboratories,True,HQ Lab @ Cardinal Laboratories,32.6964262,-103.1359457,google_rooftop,"101 E Marland St, Hobbs, NM 88240, USA"
ENT-000196,1,env_labs_standardized.csv,CATTARAUGUS COUNTY LABORATORY,,TNI01445,"1 Leo Moss Drive, Suite 4010",OLEAN,New York,,,env_labs,https://www.cattco.gov/health/services/environmental/water-quality-testing/lab-services,"Kevin D. Watkins, MD, MPH",,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=27499)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=27499)",CATTARAUGUS COUNTY LABORATORY,True,HQ Lab @ CATTARAUGUS COUNTY LABORATORY,42.0863123,-78.4499096,google_rooftop,"1 Leo Moss Dr #4010, Olean, NY 14760, USA"
ENT-000197,1,env_labs_standardized.csv,CCNY ENVIRONMENTAL LAB,,TNI01739,,NEW YORK,New York,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,CCNY ENVIRONMENTAL LAB,True,HQ Lab @ CCNY ENVIRONMENTAL LAB,40.7127753,-74.0059728,google_approximate,"New York, NY, USA"
ENT-000198,1,env_labs_standardized.csv,CCWT - SOMAS NORTH,,TNI02517,145 Endeavour Hall,STONY BROOK,New York,,,env_labs,https://www.stonybrook.edu/commcms/cleanwater/,"Hilary Brooks, Center Administrator",Hilary.Brooks@stonybrook.edu,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=25033)",CCWT SOMAS NORTH,True,HQ Lab @ CCWT SOMAS NORTH,40.9043129,-73.11776569999999,google_rooftop,"Endeavour, Stony Brook, NY 11794, USA"
ENT-000199,1,env_labs_standardized.csv,CCWT - SOMAS SOUTH,,TNI02582,145 Endeavour Hall,SOUTHHAMPTON,New York,,,env_labs,https://www.stonybrook.edu/commcms/cleanwater/,"Hilary Brooks, Center Administrator",Hilary.Brooks@stonybrook.edu or CCWT@stonybrook.edu,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=25033)",CCWT SOMAS SOUTH,True,HQ Lab @ CCWT SOMAS SOUTH,42.7939561,-77.06635899999999,google_approximate,"Hall, NY, USA"
ENT-000200,1,env_labs_standardized.csv,CCWT ENGINEERING,,TNI02518,145 Endeavour Hall,STONY BROOK,New York,,,env_labs,https://www.stonybrook.edu/cleanwater,"Hilary Brooks, Center Administrator",Hilary.Brooks@stonybrook.edu,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=25033)",CCWT ENGINEERING,True,HQ Lab @ CCWT ENGINEERING,40.9043129,-73.11776569999999,google_rooftop,"Endeavour, Stony Brook, NY 11794, USA"
ENT-000201,1,env_labs_standardized.csv,Cedar City Regional Water Treatment Facility Laboratory,,TNI01964,351 W. University Dr.,Cedar City,Utah,,,env_labs,https://www.suu.edu/waterlab/,"Kim Weaver, Ph.D.",waterlab@suu.edu,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=14079)",Cedar City Regional Water Treatment Facility Laboratory,True,HQ Lab @ Cedar City Regional Water Treatment Facility Laboratory,37.6758885,-113.0734252,google_geometric_center,"351 W University Blvd, Cedar City, UT 84720, USA"
ENT-000202,1,env_labs_standardized.csv,Center for Aquatic Chemistry and Environment - Nutrient Analysis Core Facility (CAChE-NACF),,TNI00569,"OE 148A, ACII 220A",Miami,Florida,,,env_labs,https://environment.fiu.edu/facilities-research-groups/cache-nutrient-analysis-core/,"Todd Crowl Professor; Director, Institute of Environment; Director/PI, CREST CAChE",tcrowl@fiu.edu,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Center for Aquatic Chemistry and Environment Nutrient Analysis Core Facility CAChE NACF,True,HQ Lab @ Center for Aquatic Chemistry and Environment Nutrient Analysis Core Facility CAChE NACF,25.5612232,-80.4952397,google_geometric_center,"SW 220th St, Florida 33170, USA"
ENT-000203,1,env_labs_standardized.csv,Central Davis Sewer District,,TNI01965,2200 S Sunset Drive,Kaysville,Utah,,,env_labs,https://www.cdsewerut.gov/,,info@cdsewerut.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Central Davis Sewer District,True,HQ Lab @ Central Davis Sewer District,40.9995568,-111.9431773,google_rooftop,"2200 S Sunset Dr, Kaysville, UT 84037, USA"
ENT-000204,1,env_labs_standardized.csv,Central Florida Tourism Oversight District Environmental Sciences,,TNI00545,1900 Hotel Plaza Blvd.,Lake Buena Vista,Florida,,,env_labs,https://www.oversightdistrict.org/,Wendy Duncan,,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Central Florida Tourism Oversight District Environmental Sciences,True,HQ Lab @ Central Florida Tourism Oversight District Environmental Sciences,28.3758409,-81.5098386,google_rooftop,"1900 Hotel Plaza Blvd, Lake Buena Vista, FL 32830, USA"
ENT-000205,1,env_labs_standardized.csv,Central Florida Water Testing LLC DBA Plant Technicians,,TNI00539,101 Satellite Court,Leesburg,Florida,,,env_labs,https://planttechnicians.com/,,PlantTec@aol.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=27470)",extracted,extracted,extracted,Central Florida Water Testing,True,HQ Lab @ Central Florida Water Testing,28.8117012,-81.92428439999999,google_rooftop,"101 Satellite Ct, Leesburg, FL 34748, USA"
ENT-000206,1,env_labs_standardized.csv,Central Utah Public Health Laboratory,,TNI01966,"362 West Main Street, Suite 1",Richfield,Utah,,,env_labs,https://centralutahhealth.gov/,Andrea Young,ayoung@centralutahhealth.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=52193)",Central Utah Public Health Laboratory,True,HQ Lab @ Central Utah Public Health Laboratory,38.7732155,-112.0840468,google_range_interpolated,"362 N Main St #1, Richfield, UT 84701, USA"
ENT-000207,1,env_labs_standardized.csv,Central Valley Water Reclamation Facility,,TNI01967,800 Central Valley Road,South Salt Lake,Utah,,,env_labs,https://cvwrfut.gov/,Phillip Heck,heckp@cvwrf.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=4,total_text_chars=10491)",Central Valley Water Reclamation Facility,True,HQ Lab @ Central Valley Water Reclamation Facility,40.7037994,-111.9140244,google_rooftop,"800 Central Valley Rd, South Salt Lake, UT 84119, USA"
ENT-000208,1,env_labs_standardized.csv,Central Water Testing Laboratory,,TNI01118,22796 County Highway 6,Brainerd,Minnesota,,,env_labs,http://centralwatertestinglab.com,,customerservice@rmbel.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=2,total_text_chars=8976)",extracted,extracted,extracted,Central Water Testing Laboratory,True,HQ Lab @ Central Water Testing Laboratory,46.797631,-95.926293,google_rooftop,"22796 Co Hwy 6, Detroit Lakes, MN 56501, USA"
ENT-000209,1,env_labs_standardized.csv,Central Weber SID Laboratory,,TNI01968,Milady Horákové 462/22,Ogden,Utah,,,env_labs,https://sidlaboratory.com/,Dawn Nielsen,info@sidlaboratory.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,extracted,extracted,extracted,Central Weber SID Laboratory,True,HQ Lab @ Central Weber SID Laboratory,41.2271855,-111.9683869,google_range_interpolated,"462 22nd St, Ogden, UT 84401, USA"
ENT-000210,1,env_labs_standardized.csv,"Ceres Analytical Laboratory, Inc.",,TNI02279,"4919 Windplay Dr., Suite 1",El Dorado Hills,California,,,env_labs,https://ceres-lab.com/,,jhedin@ceres-lab.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=2,fetched_ok=2,total_text_chars=4848)",extracted,extracted,extracted,Ceres Analytical Laboratory,True,HQ Lab @ Ceres Analytical Laboratory,38.6370348,-121.0715101,google_rooftop,"4919 Windplay Dr Ste 1, El Dorado Hills, CA 95762, USA"
ENT-000211,1,env_labs_standardized.csv,CERTIFIED ENVIRONMENTAL SERVICES INC,,TNI01669,,NORTH SYRACUSE,New York,,,env_labs,https://www.certifiedenvironmental.com/,,Cesinfo@certifiedenvironmental.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CERTIFIED ENVIRONMENTAL SERVICES,True,HQ Lab @ CERTIFIED ENVIRONMENTAL SERVICES,43.1347897,-76.1299238,google_approximate,"North Syracuse, NY, USA"
ENT-000212,1,env_labs_standardized.csv,CERTIFIED LABORATORIES LLC,,TNI01515,,MELVILLE,New York,,,env_labs,https://certified-laboratories.com/,Hesham A. Elgaali,Helgaali@certified-laboratories.com,,,,,,explicit_gmp,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CERTIFIED LABORATORIES,True,HQ Lab @ CERTIFIED LABORATORIES,40.7934322,-73.41512139999999,google_approximate,"Melville, NY, USA"
ENT-000213,1,env_labs_standardized.csv,Certified Labs of Florida,,TNI00296,,Melrose,Florida,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,Certified Labs of Florida,True,HQ Lab @ Certified Labs of Florida,29.7097153,-82.0481798,google_approximate,"Melrose, FL 32666, USA"
ENT-000214,1,env_labs_standardized.csv,CETCON Inc,,TNI02484,4953 S 45th W Ave,Tulsa,Oklahoma,,,env_labs,https://www.cetconinc.com/,Galen McCloskey,galen@cetconinc.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,CETCON,True,HQ Lab @ CETCON,36.0907519,-96.04191879999999,google_rooftop,"4953 S 45th W Ave, Tulsa, OK 74107, USA"
ENT-000215,1,env_labs_standardized.csv,CHAMPLAIN WATER DISTRICT,,TNI01839,403 Queen City Park Road,SOUTH BURLINGTON,Vermont,,,env_labs,https://www.champlainwater.gov/,Joe Duncan,matt.guerino@champlainwater.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=25168)",CHAMPLAIN WATER DISTRICT,True,HQ Lab @ CHAMPLAIN WATER DISTRICT,44.4455158,-73.2165247,google_rooftop,"403 Queen City Park Rd, South Burlington, VT 05403, USA"
ENT-000216,1,env_labs_standardized.csv,Charlotte County Utilities - East Port Laboratory,,TNI00297,18500 Murdock Circle,Port Charlotte,Florida,,,env_labs,https://www.charlottecountyfl.gov/departments/utilities/about-utilities/treatment-facilities/east-port-laboratory.stml,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=54646)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=54646)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=54646)",Charlotte County Utilities East Port Laboratory,True,HQ Lab @ Charlotte County Utilities East Port Laboratory,27.0079302,-82.1397949,google_rooftop,"18500 Murdock Cir, Port Charlotte, FL 33948, USA"
ENT-000217,1,env_labs_standardized.csv,CHARLOTTE WATER,,TNI02249,5100 Brookshire Blvd,CHARLOTTE,North Carolina,,,env_labs,https://www.charlottenc.gov/water/Home,,utilbill@charlottenc.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CHARLOTTE WATER,True,HQ Lab @ CHARLOTTE WATER,35.2768483,-80.88935819999999,google_rooftop,"5100 Brookshire Blvd, Charlotte, NC 28216, USA"
ENT-000218,1,env_labs_standardized.csv,CHAUTAUQUA COUNTY HEALTH,,TNI01537,7 North Erie Street,MAYVILLE,New York,,,env_labs,https://chautauquacountyny.gov/,,cchealth@chqgov.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CHAUTAUQUA COUNTY HEALTH,True,HQ Lab @ CHAUTAUQUA COUNTY HEALTH,42.2560716,-79.50501109999999,google_rooftop,"7 N Erie St, Mayville, NY 14757, USA"
ENT-000219,1,env_labs_standardized.csv,ChemHistory,,TNI02450,5691 SE International Way,Milwaukie,Oregon,,,env_labs,https://www.chemhistory.com/,Alex Hoggan,Alex@ChemHistory.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,extracted,ChemHistory,True,HQ Lab @ ChemHistory,45.4319637,-122.6049517,google_rooftop,"5691 SE International Way, Milwaukie, OR 97222, USA"
ENT-000220,1,env_labs_standardized.csv,"Chemtech-Ford, Inc.",,TNI01969,,Sandy,Utah,,,env_labs,https://chemtechford.com/,Vice President – Paul Ellingson,,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=23566)",extracted,extracted,Chemtech Ford,True,HQ Lab @ Chemtech Ford,40.5649781,-111.8389726,google_approximate,"Sandy, UT, USA"
ENT-000221,1,env_labs_standardized.csv,CHEMTEX,,TNI01199,,Sulphur,Louisiana,,,env_labs,https://chemtexas.org/,,chemtexlc@sbcglobal.net,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CHEMTEX,False,Sulphur Lab @ CHEMTEX,30.2365943,-93.37737829999999,google_approximate,"Sulphur, LA, USA"
ENT-000222,1,env_labs_standardized.csv,CHEMTEX - Corpus Christi,,TNI02560,,Corpus Christi,Texas,,,env_labs,https://chemtexas.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",CHEMTEX,False,Corpus Christi Lab @ CHEMTEX,27.7963877,-97.4030121,google_approximate,"Corpus Christi, TX, USA"
ENT-000223,1,env_labs_standardized.csv,CHEMUNG CO ELMIRA SD,,TNI01650,103 Washington Street,ELMIRA,New York,,,env_labs,http://chemungcountyhealth.org,"Peter Buzzetti III, MPH Public Health Director",ehs@chemungcountyny.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=18796)",CHEMUNG CO ELMIRA SD,True,HQ Lab @ CHEMUNG CO ELMIRA SD,42.0900708,-76.7959678,google_geometric_center,"103 Washington St, Elmira, NY 14901, USA"
ENT-000224,1,env_labs_standardized.csv,Chevron Salt Lake Refinery Environmental Laboratory,,TNI01970,685 South Chevron Way,North Salt Lake,Utah,,,env_labs,https://saltlakecity.chevron.com/,,saltlakerefineryinfo@chevron.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Chevron Salt Lake Refinery Environmental Laboratory,True,HQ Lab @ Chevron Salt Lake Refinery Environmental Laboratory,40.82979419999999,-111.9346673,google_rooftop,"685 S Chevron Wy, North Salt Lake, UT 84054, USA"
ENT-000225,1,env_labs_standardized.csv,City of Abilene Environmental Laboratory,,TNI00102,555 Walnut Street,Abilene,Texas,,,env_labs,https://www.abilenetx.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=27337)","checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=27337)",extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=27337)",City of Abilene Environmental Laboratory,True,HQ Lab @ City of Abilene Environmental Laboratory,32.4540014,-99.730496,google_rooftop,"555 Walnut St, Abilene, TX 79601, USA"
ENT-000226,1,env_labs_standardized.csv,City of Altamonte Springs Environmental Laboratory,,TNI00300,225 Newburyport Avenue,Altamonte Springs,Florida,,,env_labs,https://www.altamonte.org/,,CityClerk@altamonte.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=3,total_text_chars=11196)",extracted,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=3,total_text_chars=11196)",City of Altamonte Springs Environmental Laboratory,True,HQ Lab @ City of Altamonte Springs Environmental Laboratory,28.6646178,-81.35899239999999,google_rooftop,"225 Newburyport Ave, Altamonte Springs, FL 32701, USA"
ENT-000227,1,env_labs_standardized.csv,City of Amarillo Environmental Laboratory,,TNI00150,4001 South Osage Street,Amarillo,Texas,,,env_labs,https://www.amarillo.gov/water-utilities/laboratory-administration/environmental-laboratory/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Amarillo Environmental Laboratory,True,HQ Lab @ City of Amarillo Environmental Laboratory,35.1706376,-101.8124123,google_rooftop,"4001 S Osage St, Amarillo, TX 79118, USA"
