entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,is_commercial,website_url_status,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status,is_commercial_status,company_name_clean,is_hq,name
ENT-000288,1,env_labs_standardized.csv,City of North Miami Beach Quality Control Laboratory,,TNI00338,19150 N. W. 8th Avenue,Miami,Florida,,,env_labs,https://www.citynmb.com/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=32932)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=32932)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=32932)",City of North Miami Beach Quality Control Laboratory,True,HQ Lab @ City of North Miami Beach Quality Control Laboratory
ENT-000289,1,env_labs_standardized.csv,City of North Miami Water Treatment Plant,,TNI00339,,North Miami,Florida,,,env_labs,https://www.northmiamifl.gov/,Pavel Vida,,,,,,,no_explicit_gmp,False,found_via_search,extracted,found_via_fallback_search,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=12679)",extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=12679)",City of North Miami Water Treatment Plant,True,HQ Lab @ City of North Miami Water Treatment Plant
ENT-000290,1,env_labs_standardized.csv,City of Ocala Water Quality Laboratory,,TNI00340,4200 SE 24th Street,Ocala,Florida,,,env_labs,https://www.ocalafl.gov/,,water@ocalafl.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Ocala Water Quality Laboratory,True,HQ Lab @ City of Ocala Water Quality Laboratory
ENT-000291,1,env_labs_standardized.csv,City of Odessa Laboratory Services,,TNI00141,817 W. 42nd St. – Gate 2,Odessa,Texas,,,env_labs,https://www.odessa-tx.gov/1235/Laboratory-Services,Bob Derrington,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=27343)",extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=27343)",City of Odessa Laboratory Services,True,HQ Lab @ City of Odessa Laboratory Services
ENT-000292,1,env_labs_standardized.csv,"City of Orlando, Environmental Laboratory Services",,TNI00342,,Oviedo,Florida,,,env_labs,https://www.orlando.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=146680)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=146680)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=146680)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=146680)",City of Orlando Environmental Laboratory Services,True,HQ Lab @ City of Orlando Environmental Laboratory Services
ENT-000293,1,env_labs_standardized.csv,City of Ormond Beach WRF Laboratory,,TNI02832,22 South Beach Street,Ormond Beach,Florida,,,env_labs,https://www.ormondbeach.org/,Barbara Prosch,hr@ormondbeach.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,found_via_fallback_search,extracted,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=6,total_text_chars=16034)",City of Ormond Beach WRF Laboratory,True,HQ Lab @ City of Ormond Beach WRF Laboratory
ENT-000294,1,env_labs_standardized.csv,City of Panama City Area Environmental Laboratory,,TNI00345,501 Harrison Avenue,Panama City,Florida,,,env_labs,https://www.panamacity.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=34965)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=34965)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=34965)",City of Panama City Area Environmental Laboratory,True,HQ Lab @ City of Panama City Area Environmental Laboratory
ENT-000295,1,env_labs_standardized.csv,City of Pharr Water Laboratory,,TNI00152,118 S Cage Blvd,Pharr,Texas,,,env_labs,https://pharr-tx.gov/,,pericotx2003@yahoo.com,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=33034)",found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=33034)",City of Pharr Water Laboratory,True,HQ Lab @ City of Pharr Water Laboratory
ENT-000296,1,env_labs_standardized.csv,City of Phoenix Water Quality Laboratory,,TNI00207,,Phoenix,Arizona,,,env_labs,https://www.phoenix.gov/administration/departments/waterservices/water-quality,,chelsey.weaver@phoenix.gov,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=94549)",found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=94549)",City of Phoenix Water Quality Laboratory,True,HQ Lab @ City of Phoenix Water Quality Laboratory
ENT-000297,1,env_labs_standardized.csv,City of Phoenix Water Services Laboratory,,TNI02723,200 W. Washington Street,Phoenix,Arizona,,,env_labs,https://waterworks.phoenix.gov/,,watersmart@phoenix.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=58661)",extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=58661)",City of Phoenix Water Services Laboratory,True,HQ Lab @ City of Phoenix Water Services Laboratory
ENT-000298,1,env_labs_standardized.csv,City of Plantation Utilities Department Laboratory,,TNI00347,6500 NW 11th Place,Plantation,Florida,,,env_labs,https://www.plantation.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Plantation Utilities Department Laboratory,True,HQ Lab @ City of Plantation Utilities Department Laboratory
ENT-000299,1,env_labs_standardized.csv,City of Pompano Beach Utilities Laboratory,,TNI00348,,Pompano Beach,Florida,,,env_labs,https://www.pompanobeachfl.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=18077)","checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=18077)",extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=18077)",City of Pompano Beach Utilities Laboratory,True,HQ Lab @ City of Pompano Beach Utilities Laboratory
ENT-000300,1,env_labs_standardized.csv,City of Port Arthur Water Purification Plant Laboratory,,TNI00121,444 4th Street,Port Arthur,Texas,,,env_labs,https://portarthurtx.gov/,,jtomplait@portarthur.net,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=11003)",found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=11003)",City of Port Arthur Water Purification Plant Laboratory,True,HQ Lab @ City of Port Arthur Water Purification Plant Laboratory
ENT-000301,1,env_labs_standardized.csv,City of Port Orange Central Lab,,TNI00349,1000 City Center Circle,Port Orange,Florida,,,env_labs,https://www.port-orange.org/,"Robin Fenwick, MMC, City Clerk",,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=15578)",extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=15578)",City of Port Orange Central Lab,True,HQ Lab @ City of Port Orange Central Lab
ENT-000302,1,env_labs_standardized.csv,City of Port St. Lucie Utility Systems Department,,TNI00350,,Port St. Lucie,Florida,,,env_labs,https://www.cityofpsl.com/Government/Your-City-Government/Departments/Utility-Systems,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Port St Lucie Utility Systems Department,True,HQ Lab @ City of Port St Lucie Utility Systems Department
ENT-000303,1,env_labs_standardized.csv,City of Portland Water Pollution Control Laboratory,,TNI02276,,Portland,Oregon,,,env_labs,https://www.portland.gov/service-locations/water-pollution-control-laboratory,,environmentalsurvey@portlandoregon.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Portland Water Pollution Control Laboratory,True,HQ Lab @ City of Portland Water Pollution Control Laboratory
ENT-000304,1,env_labs_standardized.csv,City of Punta Gorda Water Treatment Plant,,TNI00351,,Punta Gorda,Florida,,,env_labs,https://www.ci.punta-gorda.fl.us/,"Tom Spencer, Utilities Director",utility@pgorda.us,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Punta Gorda Water Treatment Plant,True,HQ Lab @ City of Punta Gorda Water Treatment Plant
ENT-000305,1,env_labs_standardized.csv,City of Round Rock Environmental Services Laboratory,,TNI00108,5200 North IH-35,Round Rock,Texas,,,env_labs,https://www.roundrocktexas.gov/city-departments/utilities-and-environmental-services/environmental-services-laboratory/,,waterlab@roundrocktexas.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Round Rock Environmental Services Laboratory,True,HQ Lab @ City of Round Rock Environmental Services Laboratory
ENT-000306,1,env_labs_standardized.csv,CITY OF RUTLAND WATER LABORATORY,,TNI01030,,RUTLAND,Vermont,,,env_labs,https://www.rutlandcity.org/,Tyler Harte,rutwater@gmail.com,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,extracted,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=37670)",CITY OF RUTLAND WATER LABORATORY,True,HQ Lab @ CITY OF RUTLAND WATER LABORATORY
ENT-000307,1,env_labs_standardized.csv,City of San Angelo Water Quality Laboratory,,TNI00114,1324 Metcalfe St.,San Angelo,Texas,,,env_labs,https://www.sanangelo.gov/525/Water-Quality,Elena Velez-Reyes,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=69849)",extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=69849)",City of San Angelo Water Quality Laboratory,True,HQ Lab @ City of San Angelo Water Quality Laboratory
ENT-000308,1,env_labs_standardized.csv,City of Sarasota Wastewater Treatment Plant Laboratory,,TNI00352,,Sarasota,Florida,,,env_labs,https://www.sarasotafl.gov/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Sarasota Wastewater Treatment Plant Laboratory,True,HQ Lab @ City of Sarasota Wastewater Treatment Plant Laboratory
ENT-000309,1,env_labs_standardized.csv,City of Sherman Utilities Laboratory,,TNI00072,288 Post Oak Rd,Sherman,Texas,,,env_labs,https://www.ci.sherman.tx.us/269/Water-Wastewater-Laboratory,Nicole Moseley,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=14843)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=14843)",City of Sherman Utilities Laboratory,True,HQ Lab @ City of Sherman Utilities Laboratory
ENT-000310,1,env_labs_standardized.csv,City of St. Augustine Water Pollution Control Laboratory,,TNI00353,75 King Street,St. Augustine,Florida,,,env_labs,https://www.citystaug.com/,"Darlene Galambos, City Clerk",,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=59519)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=59519)",City of St Augustine Water Pollution Control Laboratory,True,HQ Lab @ City of St Augustine Water Pollution Control Laboratory
ENT-000311,1,env_labs_standardized.csv,City of Sunrise Utilities Laboratory,,TNI00354,777 Sawgrass Corporate Parkway,Sunrise,Florida,,,env_labs,https://www.sunrisefl.gov/,,customerservice@sunrisefl.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Sunrise Utilities Laboratory,True,HQ Lab @ City of Sunrise Utilities Laboratory
ENT-000312,1,env_labs_standardized.csv,City of Tallahassee Water Quality Laboratory,,TNI00355,4505-A Springhill Road,Tallahassee,Florida,,,env_labs,https://www.talgov.com/,,DrinkingWater@Talgov.com,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=33517)",found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=33517)",City of Tallahassee Water Quality Laboratory,True,HQ Lab @ City of Tallahassee Water Quality Laboratory
ENT-000313,1,env_labs_standardized.csv,City of Tampa Water Quality Laboratory,,TNI00357,306 East Jackson Street,Tampa,Florida,,,env_labs,https://www.tampa.gov/water/water-quality,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=69286)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=69286)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=69286)",City of Tampa Water Quality Laboratory,True,HQ Lab @ City of Tampa Water Quality Laboratory
ENT-000314,1,env_labs_standardized.csv,City of Tavares Wastewater Utilities Laboratory,,TNI00358,201 E. Main St.,Tavares,Florida,,,env_labs,https://www.tavaresfl.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=18863)","checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=18863)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=18863)",City of Tavares Wastewater Utilities Laboratory,True,HQ Lab @ City of Tavares Wastewater Utilities Laboratory
ENT-000315,1,env_labs_standardized.csv,City of Texarkana Water Utilities Laboratory,,TNI00123,,Texarkana,Texas,,,env_labs,https://twu.txkusa.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Texarkana Water Utilities Laboratory,True,HQ Lab @ City of Texarkana Water Utilities Laboratory
ENT-000316,1,env_labs_standardized.csv,City of The Dalles Water Quality Lab,,TNI00208,6780 Reservoir Road,The Dalles,Oregon,,,env_labs,https://www.thedalles.org/waterquality,,tdwql@thedalles.gov,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=46976)",extracted,extracted,extracted,City of The Dalles Water Quality Lab,True,HQ Lab @ City of The Dalles Water Quality Lab
ENT-000317,1,env_labs_standardized.csv,City of Titusville - Laboratory Services,,TNI00359,555 S Washington Avenue,Titusville,Florida,,,env_labs,https://titusville.com/,"Lily Galleo, M.B.A, M.N.R",Lily.galleo@titusville.co m,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=21462)",City of Titusville Laboratory Services,True,HQ Lab @ City of Titusville Laboratory Services
ENT-000318,1,env_labs_standardized.csv,City of Waco Regional Water Quality Laboratory,,TNI00170,5701 Lakeshore Drive,Waco,Texas,,,env_labs,https://www.waco-texas.com/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Waco Regional Water Quality Laboratory,True,HQ Lab @ City of Waco Regional Water Quality Laboratory
ENT-000319,1,env_labs_standardized.csv,City of West Palm Beach East Central Wastewater Plant,,TNI00361,4375 Easley Drive,West Palm Beach,Florida,,,env_labs,https://westpalmbeach.prod.govaccess.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of West Palm Beach East Central Wastewater Plant,True,HQ Lab @ City of West Palm Beach East Central Wastewater Plant
ENT-000320,1,env_labs_standardized.csv,City of West Palm Beach Public Utilities Water Laboratory,,TNI00362,,West Palm Beach,Florida,,,env_labs,https://www.wpb.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of West Palm Beach Public Utilities Water Laboratory,True,HQ Lab @ City of West Palm Beach Public Utilities Water Laboratory
ENT-000321,1,env_labs_standardized.csv,City of Wichita Falls Cypress Environmental Laboratory,,TNI00158,4801 Big Ed Neal Drive,Wichita Falls,Texas,,,env_labs,https://www.wichitafallstx.gov/,Hunter Adams,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=51037)",extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=51037)",City of Wichita Falls Cypress Environmental Laboratory,True,HQ Lab @ City of Wichita Falls Cypress Environmental Laboratory
ENT-000322,1,env_labs_standardized.csv,City of Winter Park Central Utilities Laboratory,,TNI00364,1409 Howell Branch Road,Winter Park,Florida,,,env_labs,https://cityofwinterpark.org/,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",City of Winter Park Central Utilities Laboratory,True,HQ Lab @ City of Winter Park Central Utilities Laboratory
ENT-000323,1,env_labs_standardized.csv,City of Woodburn,,TNI02229,270 Montgomery Street,Woodburn,Oregon,,,env_labs,https://www.woodburn-or.gov/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=14959)","checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=14959)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=14959)",City of,False,Woodburn Lab @ City of
ENT-000324,1,env_labs_standardized.csv,"CITY OF YONKERS, BUREAU OF WATER'S LABORATORY",,TNI01463,40 South Broadway,YONKERS,New York,,,env_labs,https://www.yonkersny.gov/912/Water-Bureau,Assistant Water Superintendent,,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=15767)",extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=15767)",CITY OF YONKERS BUREAU OF WATERS LABORATORY,True,HQ Lab @ CITY OF YONKERS BUREAU OF WATERS LABORATORY
ENT-000325,1,env_labs_standardized.csv,Clackamas River Water Drinking Water Quality Laboratory,,TNI00210,16770 SE 82nd Dr.,Clackamas,Oregon,,,env_labs,https://www.clackamasriverwater.gov/,"Farshad Allahdadi, GM",fallahdadi@crwater.com,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=20982)",Clackamas River Water Drinking Water Quality Laboratory,True,HQ Lab @ Clackamas River Water Drinking Water Quality Laboratory
ENT-000326,1,env_labs_standardized.csv,Clackamas Water Environment Services-Water Quality Laboratory,,TNI00209,150 Beavercreek Road  #430,Oregon City,Oregon,,,env_labs,https://www.clackamas.us/wes,Greg Geist,wescustomerservice@clackamas.us,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=26614)",Clackamas Water Environment Services Water Quality Laboratory,True,HQ Lab @ Clackamas Water Environment Services Water Quality Laboratory
ENT-000327,1,env_labs_standardized.csv,Clay County Utility Authority Environmental Laboratory,,TNI02953,3176 Old Jennings Road,Middleburg,Florida,,,env_labs,https://clayutility.org/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=50323)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=50323)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=50323)",Clay County Utility Authority Environmental Laboratory,True,HQ Lab @ Clay County Utility Authority Environmental Laboratory
ENT-000328,1,env_labs_standardized.csv,"Clean Air Engineering, Inc.",,TNI00173,500 W Wood Street,Palatine,Illinois,,,env_labs,https://www.cleanair.com/,,info@cleanair.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Clean Air Engineering,True,HQ Lab @ Clean Air Engineering
ENT-000329,1,env_labs_standardized.csv,"Clean Harbors Aragonite, LLC",,TNI01971,11600 North Aptus Road,Dugway,Utah,,,env_labs,https://www.cleanharbors.com/location/aragonite-incineration-facility,,,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=179456)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=179456)",extracted,extracted,Clean Harbors Aragonite,True,HQ Lab @ Clean Harbors Aragonite
ENT-000330,1,env_labs_standardized.csv,CLEAN HARBORS EAST CORPORATE LABORATORY,,TNI02789,,BALTIMORE,Maryland,,,env_labs,https://www.cleanharbors.com/,,,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=180976)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=180976)",extracted,extracted,CLEAN HARBORS EAST CORPORATE LABORATORY,True,HQ Lab @ CLEAN HARBORS EAST CORPORATE LABORATORY
ENT-000331,1,env_labs_standardized.csv,"Clean Harbors Environmental Services, Inc.",,TNI01972,2247 South Highway 71,Kimball,Nebraska,,,env_labs,https://www.cleanharbors.com/,Alyssa King,king.alyssa@cleanharbors.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Clean Harbors Environmental Services,True,HQ Lab @ Clean Harbors Environmental Services
ENT-000332,1,env_labs_standardized.csv,"Clean Harbors Grassy Mountain, LLC",,TNI01973,"3 Miles East 7 Miles North of Knolls, Exit 41 off I-80",Clive,Utah,,,env_labs,https://www.cleanharbors.com/location/grassy-mountain-landfill-facility,Shane Whitney,whitney.shane@cleanharbors.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Clean Harbors Grassy Mountain,True,HQ Lab @ Clean Harbors Grassy Mountain
ENT-000333,1,env_labs_standardized.csv,Cloquet Water Laboratory c/o Cloquet City Hall,,TNI01155,101 14th Street,Duluth,Minnesota,,,env_labs,https://www.cloquetmn.gov/,"Ross Biebl, Assistant Director of Public Works",rbiebl@cloquetmn.gov,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Cloquet Water Laboratory co Cloquet City Hall,True,HQ Lab @ Cloquet Water Laboratory co Cloquet City Hall
ENT-000334,1,env_labs_standardized.csv,"CNS, LLC Y-12 Analytical Chemistry Organization Laboratory",,TNI01960,"765 Perimeter Road, K-1065D",Oak Ridge,Tennessee,,,env_labs,https://www.y12.doe.gov/,Kathryn King,Y12Media@y12nsc.doe.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=21545)",CNS,True,HQ Lab @ CNS
ENT-000335,1,env_labs_standardized.csv,"Coastal Bioanalysts, Inc.",,TNI01257,6400 Enterprise Court,Gloucester,Virginia,,,env_labs,https://www.coastalbio.com/,"Lyndsay Thomas, Technical Director",lyndsay@coastalbio.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Coastal Bioanalysts,True,HQ Lab @ Coastal Bioanalysts
ENT-000336,1,env_labs_standardized.csv,Collier County Pollution Control and Prevention Department Laboratory,,TNI00366,3299 Tamiami Trail East,Naples,Florida,,,env_labs,https://www.collier.gov/,,pollution_control@collier.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Collier County Pollution Control and Prevention Department Laboratory,True,HQ Lab @ Collier County Pollution Control and Prevention Department Laboratory
