lab_id,company_name,lab_name,street_address,city,state,zip_code,is_hq,company_url,contact_name,contact_email,latitude,longitude,lab_type,data_source,phone_number,clia_number,specialty,date_collected
CLIA_CA_00327,Alan Semion Inc,Alan Semion Inc,729 Sunrise Ave Ste 700,Roseville,CA,95661,,,,,,,clinical,CMS_CLIA,(916) 782-7546,05D0614290,Routine Chemistry,20250418
CLIA_CA_00328,Northbay Healthcare Group,Northbay Healthcare Group,421 Nut Tree Rd,Vacaville,CA,95687,,,,,,,clinical,CMS_CLIA,(707) 624-7533,05D0614782,Routine Chemistry,19961105
CLIA_CA_00329,Michael J Fazio Md Inc,Michael J Fazio Md Inc,1525 Response Rd,Sacramento,CA,95815,,,,,,,clinical,CMS_CLIA,(916) 492-1828,05D0615441,Routine Chemistry,20240925
CLIA_CA_00330,Yosemite Pathology Medical Group Inc,Yosemite Pathology Medical Group Inc,"7750 College Town Dr, Ste 102",Sacramento,CA,95826,,,,,,,clinical,CMS_CLIA,(209) 577-1200,05D0615570,Routine Chemistry,20250224
CLIA_CA_00331,Golden State Dermatology Associates Inc -,Golden State Dermatology Associates Inc -,5601 J St,Sacramento,CA,95819,,,,,,,clinical,CMS_CLIA,(916) 454-5922,05D0615761,Routine Chemistry,20170913
CLIA_CA_00332,Dermatology Consultants,Dermatology Consultants,"2410 Fair Oaks Blvd, Ste 220",Sacramento,CA,95825,,,,,,,clinical,CMS_CLIA,(916) 739-1505,05D0615781,Routine Chemistry,20250225
CLIA_CA_00333,Elliott L Adams Md,Elliott L Adams Md,"7248 S Land Park Dr, Ste 206",Sacramento,CA,95831,,,,,,,clinical,CMS_CLIA,(916) 392-7900,05D0616135,Routine Chemistry,20250228
CLIA_CA_00334,"Jacqueline Losi, Md","Jacqueline Losi, Md",270 Cohasset Rd Ste 100,Chico,CA,95926,,,,,,,clinical,CMS_CLIA,(530) 895-1396,05D0617026,Routine Chemistry,19951208
CLIA_CA_00335,"Colusa  Medical Center, Llc","Colusa  Medical Center, Llc",199 E Webster St,Colusa,CA,95932,,,,,,,clinical,CMS_CLIA,(530) 619-0840,05D0617219,Routine Chemistry,20250417
CLIA_CA_00336,American West Skin Pathology Service,American West Skin Pathology Service,"1007 Live Oak Blvd, Ste A1",Yuba City,CA,95991,,,,,,,clinical,CMS_CLIA,(530) 673-3790,05D0617836,Routine Chemistry,20250731
CLIA_CA_00337,Hal Meadows Md,Hal Meadows Md,705 West St,Susanville,CA,96130,,,,,,,clinical,CMS_CLIA,(530) 257-7251,05D0618634,Routine Chemistry,19960919
CLIA_CA_00338,Oral Pathology Associates Inc,Oral Pathology Associates Inc,"11500 W Olympic Blvd, Ste 390",Los Angeles,CA,90064,,,,,,,clinical,CMS_CLIA,(310) 235-1164,05D0642416,Routine Chemistry,20241010
CLIA_CA_00339,Physicians Diagnostic Reference Laboratory,Physicians Diagnostic Reference Laboratory,709 S Main St,Burbank,CA,91506,,,,,,,clinical,CMS_CLIA,(818) 845-5320,05D0642420,Routine Chemistry,20160519
CLIA_CA_00340,Immunosciences Lab Inc,Immunosciences Lab Inc,822 S Robertson Blvd Ste 312,Los Angeles,CA,90035,,,,,,,clinical,CMS_CLIA,(310) 657-1077,05D0642471,Routine Chemistry,20050513
CLIA_CA_00341,Ashley Clinical Diagnostic Lab Inc,Ashley Clinical Diagnostic Lab Inc,5542 N Figueroa St,Los Angeles,CA,90042,,,,,,,clinical,CMS_CLIA,(323) 478-0801,05D0642478,Routine Chemistry,20231019
CLIA_CA_00342,Psychemedics Corporation,Psychemedics Corporation,5832 Uplander Way,Culver City,CA,90230,,,,,,,clinical,CMS_CLIA,(310) 216-7776,05D0642561,Routine Chemistry,20250327
CLIA_CA_00343,Sdi Labs Inc,Sdi Labs Inc,"2204 E 4th St,  Unit 103",Santa Ana,CA,92705,,,,,,,clinical,CMS_CLIA,(877) 509-0376,05D0642622,Routine Chemistry,20040610
CLIA_CA_00344,Med Science Center Inc,Med Science Center Inc,"435 Arden Ave, Ste 140",Glendale,CA,91203,,,,,,,clinical,CMS_CLIA,(818) 500-1814,05D0642731,Routine Chemistry,20230912
CLIA_CA_00345,Foundation Laboratory,Foundation Laboratory,1716 W Holt Ave,Pomona,CA,91768,,,,,,,clinical,CMS_CLIA,(909) 623-9301,05D0642889,Routine Chemistry,20250318
CLIA_CA_00346,Gastroenterology Diagnostic Center,Gastroenterology Diagnostic Center,"880 S Atlantic Blvd,  Ste G10",Monterey Park,CA,91754,,,,,,,clinical,CMS_CLIA,(626) 872-6261,05D0642897,Routine Chemistry,19960411
CLIA_CA_00347,Applied Clinical Research,Applied Clinical Research,6565 Nancy Ridge Dr,San Diego,CA,92121,,,,,,,clinical,CMS_CLIA,(800) 677-7995,05D0642965,Routine Chemistry,20240711
CLIA_CA_00348,Scripps Oral Pathology Service,Scripps Oral Pathology Service,"6727 Flanders Dr, Ste 101",San Diego,CA,92121,,,,,,,clinical,CMS_CLIA,(858) 784-0600,05D0643007,Routine Chemistry,20241107
CLIA_CA_00349,John F Kennedy Memorial Hospital Laboratory,John F Kennedy Memorial Hospital Laboratory,47111 Monroe St,Indio,CA,92201,,,,,,,clinical,CMS_CLIA,(760) 775-8487,05D0643133,Routine Chemistry,20071016
CLIA_CA_00350,Desert Valley Hospital,Desert Valley Hospital,16850 Bear Valley Rd,Victorville,CA,92395,,,,,,,clinical,CMS_CLIA,(760) 241-8000,05D0643174,Routine Chemistry,19940826
CLIA_CA_00351,Unilab Corporation Dba Quest Diagnostics,Unilab Corporation Dba Quest Diagnostics,431 S Batavia Ste 102,Orange,CA,92868,,,,,,,clinical,CMS_CLIA,(714) 997-9826,05D0643397,Routine Chemistry,19930824
CLIA_CA_00352,"Bbt Health, Llc","Bbt Health, Llc","5105 E Dakota Ave, Ste 101",Fresno,CA,93727,,,,,,,clinical,CMS_CLIA,(559) 248-0131,05D0643449,Routine Chemistry,19970219
CLIA_CA_00353,Laboratory Corporation Of America,Laboratory Corporation Of America,820 34th St Ste 103,Bakersfield,CA,93301,,,,,,,clinical,CMS_CLIA,(661) 612-1691,05D0643479,Routine Chemistry,20050624
CLIA_CA_00354,Igenex Inc,Igenex Inc,556 Gilbraltar Dr,Milpitas,CA,95035,,,,,,,clinical,CMS_CLIA,(650) 424-1191,05D0643914,Routine Chemistry,20260206
CLIA_CA_00355,Yosemite Pathology Medical Group,Yosemite Pathology Medical Group,"3172 Collins Dr, Ste B",Merced,CA,95348,,,,,,,clinical,CMS_CLIA,(209) 577-1200,05D0644024,Routine Chemistry,20250205
CLIA_CA_00356,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,857 W Childs Road,Merced,CA,95341,,,,,,,clinical,CMS_CLIA,(209) 385-5632,05D0644027,Routine Chemistry,20251107
CLIA_CA_00357,Fmc Eureka Dialysis,Fmc Eureka Dialysis,2765 Timber Ridge Lane,Eureka,CA,95503,,,,,,,clinical,CMS_CLIA,(707) 445-2033,05D0644101,Routine Chemistry,19930624
CLIA_CA_00358,Mangrove Medical Group,Mangrove Medical Group,1040 Mangrove Ave,Chico,CA,95926,,,,,,,clinical,CMS_CLIA,(530) 345-0064,05D0644223,Routine Chemistry,20100412
CLIA_CA_00359,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,2510 Airpark Dr Ste 202,Redding,CA,96001,,,,,,,clinical,CMS_CLIA,(530) 243-4509,05D0644239,Routine Chemistry,20240606
CLIA_CA_00360,Kids And Teens Medical Group,Kids And Teens Medical Group,8628 Reseda Blvd,Northridge,CA,91324,,,,,,,clinical,CMS_CLIA,(818) 361-5437,05D0662230,Routine Chemistry,19970514
CLIA_CA_00361,Weisenthal Cancer Group,Weisenthal Cancer Group,16512 Burke Ln,Huntington Beach,CA,92647,,,,,,,clinical,CMS_CLIA,(714) 596-2100,05D0662326,Routine Chemistry,20220131
CLIA_CA_00362,"Sunny Wong, Do","Sunny Wong, Do",110 West Emerson Avenue,Monterey Park,CA,91754,,,,,,,clinical,CMS_CLIA,(626) 307-0676,05D0662741,Routine Chemistry,19941205
CLIA_CA_00363,Esoterix-Inc,Esoterix-Inc,4301 Lost Hills Road,Calabasas Hills,CA,91301,,,,,,,clinical,CMS_CLIA,(818) 880-8040,05D0663070,Routine Chemistry,20220825
CLIA_CA_00364,Roxbury Laboratory Associates Llc,Roxbury Laboratory Associates Llc,"435 N Roxbury Dr, Ste 300",Beverly Hills,CA,90210,,,,,,,clinical,CMS_CLIA,(424) 239-1499,05D0664149,Routine Chemistry,20240502
CLIA_CA_00365,Bernardo Dermatology Medical Group,Bernardo Dermatology Medical Group,"15525 Pomerado Rd, Ste A2",Poway,CA,92064,,,,,,,clinical,CMS_CLIA,(858) 451-3311,05D0664519,Routine Chemistry,20250122
CLIA_CA_00366,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,"7060 N Recreation Ave, Ste 106",Fresno,CA,93720,,,,,,,clinical,CMS_CLIA,(559) 297-2479,05D0664641,Routine Chemistry,20250807
CLIA_CA_00367,Scpmg Bellflower Medical Office Laboratory,Scpmg Bellflower Medical Office Laboratory,9400 E Rosecrans,Bellflower,CA,90706,,,,,,,clinical,CMS_CLIA,(562) 657-7531,05D0665942,Routine Chemistry,20220825
CLIA_CA_00368,Young J Ko Md,Young J Ko Md,"44215 15th St West,  Ste 303",Lancaster,CA,93534,,,,,,,clinical,CMS_CLIA,(661) 945-0723,05D0666012,Routine Chemistry,20150716
CLIA_CA_00369,American Bio-Clinical Laboratories,American Bio-Clinical Laboratories,2730 N Main St,Los Angeles,CA,90031,,,,,,,clinical,CMS_CLIA,(323) 222-6688,05D0666419,Routine Chemistry,20240228
CLIA_CA_00370,San Pedro Pediatric Medical Group Inc,San Pedro Pediatric Medical Group Inc,1294 West 6th Street Ste 102,San Pedro,CA,90731,,,,,,,clinical,CMS_CLIA,(310) 832-0616,05D0666609,Routine Chemistry,19990604
CLIA_CA_00371,Pacific Pathology Inc,Pacific Pathology Inc,9292 Chesapeake Dr,San Diego,CA,92123,,,,,,,clinical,CMS_CLIA,(858) 576-9630,05D0666715,Routine Chemistry,19961126
CLIA_CA_00372,Scpmg Escondido Medical Offices,Scpmg Escondido Medical Offices,732 N Broadway,Escondido,CA,92025,,,,,,,clinical,CMS_CLIA,(619) 528-6017,05D0668040,Routine Chemistry,20120522
CLIA_CA_00373,Kaiser Foundation Hospital Zion Laboratory,Kaiser Foundation Hospital Zion Laboratory,"4647 Zion Ave Room B70, 1251",San Diego,CA,92120,,,,,,,clinical,CMS_CLIA,(619) 528-5545,05D0668041,Routine Chemistry,20111117
CLIA_CA_00374,Scpmg La Mesa Laboratory,Scpmg La Mesa Laboratory,8080 Parkway Dr,La Mesa,CA,91942,,,,,,,clinical,CMS_CLIA,(619) 528-6017,05D0668043,Routine Chemistry,20240822
CLIA_CA_00375,Scpmg Rancho Bernardo Medical Office,Scpmg Rancho Bernardo Medical Office,17140 Bernardo Center Dr,Rancho Bernardo,CA,92128,,,,,,,clinical,CMS_CLIA,(619) 528-6017,05D0668045,Routine Chemistry,20120807
CLIA_CA_00376,Scpmg Bonita Medical Offices,Scpmg Bonita Medical Offices,3955 Bonita Rd,Bonita,CA,91902,,,,,,,clinical,CMS_CLIA,(619) 528-6017,05D0668047,Routine Chemistry,20110203
CLIA_CA_00377,Scpmg Carlsbad Medical Office,Scpmg Carlsbad Medical Office,6860 Avenida Encinas,Carlsbad,CA,92008,,,,,,,clinical,CMS_CLIA,(760) 931-4250,05D0668049,Routine Chemistry,20120105
CLIA_CA_00378,Family Planning Associates,Family Planning Associates,1060 N 13th Ave,Upland,CA,91786,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668294,Routine Chemistry,20190117
CLIA_CA_00379,Family Planning Associates,Family Planning Associates,"2030 Coffee Rd, Ste A-1",Modesto,CA,95355,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668295,Routine Chemistry,20260225
CLIA_CA_00380,Family Planning Associates Medical,Family Planning Associates Medical,10200 Sepulveda Blvd Ste 200,Mission Hills,CA,91345,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668296,Routine Chemistry,20250528
CLIA_CA_00381,Family Planning Associates,Family Planning Associates,1901 N Tustin Ave,Santa Ana,CA,92705,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668300,Routine Chemistry,20211001
CLIA_CA_00382,Family Planning Associates,Family Planning Associates,"501 S Vincent Ave, Ste 205",West Covina,CA,91790,,,,,,,clinical,CMS_CLIA,(626) 572-8800,05D0668302,Routine Chemistry,20190604
CLIA_CA_00383,Family Planning Associates,Family Planning Associates,855 E Hospitality Ln,San Bernardino,CA,92408,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668303,Routine Chemistry,20250501
CLIA_CA_00384,Family Planning Associates Medical,Family Planning Associates Medical,1161 Third Avenue,Chula Vista,CA,91911,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668304,Routine Chemistry,20210630
CLIA_CA_00385,Family Planning Associates,Family Planning Associates,12304 Santa Monica Blvd Ste 116,West Los Angeles,CA,90025,,,,,,,clinical,CMS_CLIA,(310) 820-8084,05D0668306,Routine Chemistry,20190701
CLIA_CA_00386,Family Planning Associates Medical,Family Planning Associates Medical,"2777 Long Beach Blvd, Ste 200",Long Beach,CA,90806,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668307,Routine Chemistry,20250425
CLIA_CA_00387,Family Planning Associates,Family Planning Associates,"24241 Hawthorne Blvd, Ste 201",Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 373-1042,05D0668308,Routine Chemistry,20210728
CLIA_CA_00388,Family Planning Associates,Family Planning Associates,"425 East Colorado St,  Ste 420",Glendale,CA,91205,,,,,,,clinical,CMS_CLIA,(818) 502-1341,05D0668309,Routine Chemistry,20190717
CLIA_CA_00389,Family Planning Associates,Family Planning Associates,165 N Clark St,Fresno,CA,93701,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668310,Routine Chemistry,20250904
CLIA_CA_00390,Family Planning Associates,Family Planning Associates,601 S Westmoreland Ave,Los Angeles,CA,90005,,,,,,,clinical,CMS_CLIA,(805) 904-8212,05D0668311,Routine Chemistry,20250213
CLIA_CA_00391,Family Planning Associates Med Grp Inc,Family Planning Associates Med Grp Inc,2500 H St,Bakersfield,CA,93301,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668312,Routine Chemistry,20251021
CLIA_CA_00392,Family Planning Associates,Family Planning Associates,8635 Firestone Blvd,Downey,CA,90241,,,,,,,clinical,CMS_CLIA,(909) 382-0201,05D0668370,Routine Chemistry,20250424
CLIA_CA_00393,Scpmg Pasadena Medical Office Laboratory,Scpmg Pasadena Medical Office Laboratory,3280 E Foothill Blvd,Pasadena,CA,91107,,,,,,,clinical,CMS_CLIA,(626) 583-2315,05D0668618,Routine Chemistry,20160816
CLIA_CA_00394,Scpmg Flow Cytometry Laboratory,Scpmg Flow Cytometry Laboratory,4867 Sunset Blvd 1st Fl,Los Angeles,CA,90027,,,,,,,clinical,CMS_CLIA,(323) 783-4961,05D0668619,Routine Chemistry,19960529
CLIA_CA_00395,"Pacific Diagnostic Laboratories, Llc","Pacific Diagnostic Laboratories, Llc",454 S Patterson Ave,Santa Barbara,CA,93111,,,,,,,clinical,CMS_CLIA,(805) 879-8100,05D0668637,Routine Chemistry,20170803
CLIA_CA_00396,"Julie Iwasaki, Md","Julie Iwasaki, Md",3655 Lomita Blvd Ste 221,Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 373-0515,05D0668723,Routine Chemistry,20230421
CLIA_CA_00397,College Medical Center,College Medical Center,2776 Pacific Ave,Long Beach,CA,90806,,,,,,,clinical,CMS_CLIA,(562) 997-2220,05D0669064,Routine Chemistry,20050427
CLIA_CA_00398,2080 Century Park Laboratory,2080 Century Park Laboratory,"2080 Century Park East, Ste 1410",Los Angeles,CA,90067,,,,,,,clinical,CMS_CLIA,(310) 282-8316,05D0669071,Routine Chemistry,20240925
CLIA_CA_00399,Quest Diagnostics,Quest Diagnostics,"2999 Regent St, Ste 101",Berkeley,CA,94705,,,,,,,clinical,CMS_CLIA,(510) 229-7637,05D0670381,Routine Chemistry,20251016
CLIA_CA_00400,Unilab Corporation Dba Quest Diagnostics,Unilab Corporation Dba Quest Diagnostics,"612 West Duarte Road, Suite 103",Arcadia,CA,91007,,,,,,,clinical,CMS_CLIA,(626) 445-4989,05D0670387,Routine Chemistry,20050824
CLIA_CA_00401,David Lieu Md   Dba Fine Needle,David Lieu Md   Dba Fine Needle,"320 S Garfield Ave, Ste 278",Alhambra,CA,91801,,,,,,,clinical,CMS_CLIA,(626) 281-7800,05D0671449,Routine Chemistry,20250109
CLIA_CA_00402,Innovative Dermatology Alliance Ca  Dba,Innovative Dermatology Alliance Ca  Dba,5530 W Avenida De Los Robles,Visalia,CA,93291,,,,,,,clinical,CMS_CLIA,(559) 733-5050,05D0671853,Routine Chemistry,20250723
CLIA_CA_00403,Kaiser Foundation Hospital Fremont Laboratory,Kaiser Foundation Hospital Fremont Laboratory,39400 Paseo Padre Parkway,Fremont,CA,94538,,,,,,,clinical,CMS_CLIA,(510) 795-3149,05D0673159,Routine Chemistry,19950912
CLIA_CA_00404,Redwood Medical Offices,Redwood Medical Offices,1240 Marshall St,Crescent City,CA,95531,,,,,,,clinical,CMS_CLIA,(707) 465-5566,05D0673664,Routine Chemistry,20150618
CLIA_CA_00405,Drs Leonards Johnson Crosby Dab Gin,Drs Leonards Johnson Crosby Dab Gin,591 Redwood Hwy Ste 5215,Mill Valley,CA,94942,,,,,,,clinical,CMS_CLIA,(415) 668-8900,05D0674887,Routine Chemistry,19940330
CLIA_CA_00406,Downey Dermatologic Medical Group Inc,Downey Dermatologic Medical Group Inc,"11480 Brookshire Ave, Ste 109",Downey,CA,90241,,,,,,,clinical,CMS_CLIA,(562) 869-2478,05D0674974,Routine Chemistry,20250212
CLIA_CA_00407,California Cancer Associates,California Cancer Associates,9850 Genesee Ave Ste 560,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(800) 456-5860,05D0675449,Routine Chemistry,20160408
CLIA_CA_00408,Office Laboratory Associates,Office Laboratory Associates,"16133 Ventura Blvd, Ste 350",Encino,CA,91436,,,,,,,clinical,CMS_CLIA,(818) 986-1446,05D0676091,Routine Chemistry,20250910
CLIA_CA_00409,College Hospital Costa Mesa,College Hospital Costa Mesa,301 Victoria St,Costa Mesa,CA,92627,,,,,,,clinical,CMS_CLIA,(949) 574-3314,05D0676899,Routine Chemistry,20080528
CLIA_CA_00410,Genesis Healthcare Partners Pc,Genesis Healthcare Partners Pc,9850 Genesee Ave Suite 440,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(858) 453-5944,05D0677357,Routine Chemistry,19940606
CLIA_CA_00411,"Hollenberg, Agrawal, Knoll, Warren, Hong,","Hollenberg, Agrawal, Knoll, Warren, Hong,",250 W Bonita Ave  Ste 200,Pomona,CA,91767,,,,,,,clinical,CMS_CLIA,(909) 620-1935,05D0677550,Routine Chemistry,19960209
CLIA_CA_00412,Neil M Berkowitz Md,Neil M Berkowitz Md,10297 Scripps Trail,San Diego,CA,92131,,,,,,,clinical,CMS_CLIA,(619) 586-0443,05D0677651,Routine Chemistry,19970925
CLIA_CA_00413,Scpmg Lancaster,Scpmg Lancaster,"43112 15th St W, South Building",Lancaster,CA,93534,,,,,,,clinical,CMS_CLIA,(661) 726-2287,05D0677859,Routine Chemistry,20060727
CLIA_CA_00414,Scpmg Santa Clarita Medical Offices 2 Lab,Scpmg Santa Clarita Medical Offices 2 Lab,"26877 Tourney Rd, Ste 123",Santa Clarita,CA,91355,,,,,,,clinical,CMS_CLIA,(818) 815-5034,05D0677860,Routine Chemistry,20000504
CLIA_CA_00415,Scpmg Panorama City Medical Offices 3,Scpmg Panorama City Medical Offices 3,13640 Roscoe Blvd,Panorama City,CA,91402,,,,,,,clinical,CMS_CLIA,(818) 815-5034,05D0677861,Routine Chemistry,19951030
CLIA_CA_00416,Med Center Medical Clinic,Med Center Medical Clinic,6600 Madison Avenue Suite 7,Carmichael,CA,95608,,,,,,,clinical,CMS_CLIA,(916) 965-1111,05D0678191,Routine Chemistry,20020306
CLIA_CA_00417,Sant P Chawla Md Inc,Sant P Chawla Md Inc,"2811 Wilshire Blvd, Ste 414",Santa Monica,CA,90403,,,,,,,clinical,CMS_CLIA,(310) 552-9999,05D0678303,Routine Chemistry,20241126
CLIA_CA_00418,Michael B Mortazie Do Inc,Michael B Mortazie Do Inc,1506 E Chapman Ave,Orange,CA,92866,,,,,,,clinical,CMS_CLIA,(714) 538-8556,05D0678585,Routine Chemistry,20250922
CLIA_CA_00419,Tpmg Dublin Laboratory,Tpmg Dublin Laboratory,3100 Dublin Blvd,Dublin,CA,94568,,,,,,,clinical,CMS_CLIA,(925) 788-4697,05D0678656,Routine Chemistry,20081024
CLIA_CA_00420,"J Robert West, Md Inc","J Robert West, Md Inc","400 Newport Center Dr, Ste 702",Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 644-0101,05D0678950,Routine Chemistry,20241205
CLIA_CA_00421,"Howard Milstein Md, A Medical Corp","Howard Milstein Md, A Medical Corp",7334 Girard Ave Ste 201,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(858) 454-8811,05D0679177,Routine Chemistry,20220902
CLIA_CA_00422,Scpmg Thousand Oaks Medical Offices,Scpmg Thousand Oaks Medical Offices,365 E Hillcrest Dr,Thousand Oaks,CA,91360,,,,,,,clinical,CMS_CLIA,(805) 374-7427,05D0679531,Routine Chemistry,20130305
CLIA_CA_00423,Tpmg Antioch Laboratory,Tpmg Antioch Laboratory,3400 Delta Fair Boulevard,Antioch,CA,94509,,,,,,,clinical,CMS_CLIA,(925) 779-5157,05D0679691,Routine Chemistry,20060207
CLIA_CA_00424,Masserman/Cork,Masserman/Cork,11160 Warner Ave Ste 219,Fountain Valley,CA,92708,,,,,,,clinical,CMS_CLIA,(714) 556-0536,05D0679951,Routine Chemistry,19960116
CLIA_CA_00425,Doctors Urgent Care Medical Group,Doctors Urgent Care Medical Group,120 S Montebello Blvd,Montebello,CA,90640,,,,,,,clinical,CMS_CLIA,(323) 726-0533,05D0680379,Routine Chemistry,20170131
CLIA_CA_00426,Agoura West Valley Pediatric Medical Group,Agoura West Valley Pediatric Medical Group,29525 Canwood St Ste 214,Agoura Hills,CA,91301,,,,,,,clinical,CMS_CLIA,(818) 706-1966,05D0680632,Routine Chemistry,20141023
CLIA_CA_00427,Tpmg - Davis Mob,Tpmg - Davis Mob,1955 Cowell Blvd,Davis,CA,95618,,,,,,,clinical,CMS_CLIA,(916) 973-4380,05D0680927,Routine Chemistry,19991013
CLIA_CA_00428,Tpmg Inc Riverside Mob,Tpmg Inc Riverside Mob,1011 Riverside Ave,Roseville,CA,95678,,,,,,,clinical,CMS_CLIA,(916) 784-4542,05D0680929,Routine Chemistry,19971211
CLIA_CA_00429,"Tpmg Inc, Rancho Cordova Mob Mohs","Tpmg Inc, Rancho Cordova Mob Mohs","10725 International, Dr Ste 208",Rancho Cordova,CA,95670,,,,,,,clinical,CMS_CLIA,(916) 631-2142,05D0681019,Routine Chemistry,20250203
CLIA_CA_00430,Kindred Healthcare - Los Angeles,Kindred Healthcare - Los Angeles,5525 W Slauson Ave,Los Angeles,CA,90056,,,,,,,clinical,CMS_CLIA,(310) 981-5900,05D0681141,Routine Chemistry,20170728
CLIA_CA_00431,Los Angeles Hematology Oncology Med,Los Angeles Hematology Oncology Med,1245 Wilshire Blvd Ste 303,Los Angeles,CA,90017,,,,,,,clinical,CMS_CLIA,(213) 977-1214,05D0681290,Routine Chemistry,20240522
CLIA_CA_00432,Perlow Medical Corporation Dba Perlow Health &,Perlow Medical Corporation Dba Perlow Health &,18321 Ventura Blvd Ste 580,Tarzana,CA,91356,,,,,,,clinical,CMS_CLIA,(818) 344-8822,05D0681357,Routine Chemistry,20160926
CLIA_CA_00433,Scpmg Montebello Medical Office,Scpmg Montebello Medical Office,1550 Town Center Drive,Montebello,CA,90640,,,,,,,clinical,CMS_CLIA,(323) 724-7115,05D0681679,Routine Chemistry,19950710
CLIA_CA_00434,Kaiser Foundation Hospital,Kaiser Foundation Hospital,1011 Baldwin Park Blvd,Baldwin Park,CA,91706,,,,,,,clinical,CMS_CLIA,(626) 851-7955,05D0681682,Routine Chemistry,20100929
CLIA_CA_00435,Scpmg San Dimas Mob Laboratory,Scpmg San Dimas Mob Laboratory,1255 West Arrow Highway,San Dimas,CA,91773,,,,,,,clinical,CMS_CLIA,(626) 851-5141,05D0681683,Routine Chemistry,19950705
CLIA_CA_00436,Hrc Fertility - Pasadena,Hrc Fertility - Pasadena,"333 S Arroyo Pkwy, Ste 202",Pasadena,CA,91105,,,,,,,clinical,CMS_CLIA,(626) 440-9161,05D0682666,Routine Chemistry,20241202
CLIA_CA_00437,Becker Pediatric Medical Corp,Becker Pediatric Medical Corp,24679 Monroe Ave Ste D 102/103,Murrieta,CA,92562,,,,,,,clinical,CMS_CLIA,(951) 600-2681,05D0682802,Routine Chemistry,19960722
CLIA_CA_00438,Kaiser Foundation Hospital,Kaiser Foundation Hospital,3440 E La Palma,Anaheim,CA,92806,,,,,,,clinical,CMS_CLIA,(714) 644-7574,05D0682862,Routine Chemistry,20220811
CLIA_CA_00439,Igo Medical Group,Igo Medical Group,9339 Genesee Ave Ste 220,San Diego,CA,92121,,,,,,,clinical,CMS_CLIA,(858) 455-7520,05D0683043,Routine Chemistry,20160916
CLIA_CA_00440,West Dermatology - Los Alamitos,West Dermatology - Los Alamitos,4281 Katella Ave Ste 220,Los Alamitos,CA,90720,,,,,,,clinical,CMS_CLIA,(562) 252-0173,05D0683593,Routine Chemistry,20231211
CLIA_CA_00441,George M Jayatilaka Md,George M Jayatilaka Md,1045 Atlantic Avenue 818,Long Beach,CA,90813,,,,,,,clinical,CMS_CLIA,(310) 436-8117,05D0683982,Routine Chemistry,19990322
CLIA_CA_00442,Salma Simjee Md Inc,Salma Simjee Md Inc,"1290 E Spruce Ave, Ste 101",Fresno,CA,93720,,,,,,,clinical,CMS_CLIA,(559) 435-2010,05D0684111,Routine Chemistry,20250710
CLIA_CA_00443,Miremadi Dermatology Med Corp,Miremadi Dermatology Med Corp,7702  Ivanhoe Avenue,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(858) 456-1840,05D0684137,Routine Chemistry,20240819
CLIA_CA_00444,J Robert West Md Inc Dba Oc Dermatology,J Robert West Md Inc Dba Oc Dermatology,"30201 Golden Lantern, Ste B",Laguna Niguel,CA,92677,,,,,,,clinical,CMS_CLIA,(949) 363-1788,05D0684207,Routine Chemistry,20240521
CLIA_CA_00445,"Kay Dermatology, Inc","Kay Dermatology, Inc",1411 N Hollywood Way,Burbank,CA,91505,,,,,,,clinical,CMS_CLIA,(818) 238-2350,05D0684217,Routine Chemistry,20241209
CLIA_CA_00446,"Hal M. Weitzbuch, M.D., Medical Corporation","Hal M. Weitzbuch, M.D., Medical Corporation","23501 Park Sorrento, Ste 216",Calabasas,CA,91302,,,,,,,clinical,CMS_CLIA,(818) 222-7495,05D0684253,Routine Chemistry,20250206
CLIA_CA_00447,Gerald N Bock Md,Gerald N Bock Md,"1617 St Marks Plz, Ste C",Stockton,CA,95207,,,,,,,clinical,CMS_CLIA,(209) 956-4260,05D0684312,Routine Chemistry,20241009
CLIA_CA_00448,Beach Allergy And Asthma,Beach Allergy And Asthma,"3816 Woodruff Ave, Ste 209",Long Beach,CA,90808,,,,,,,clinical,CMS_CLIA,(562) 496-4749,05D0684450,Routine Chemistry,19960403
