lab_id,company_name,lab_name,street_address,city,state,zip_code,is_hq,company_url,contact_name,contact_email,latitude,longitude,lab_type,data_source,phone_number,clia_number,specialty,date_collected,npi_number,official_name,official_title,official_phone
CLIA_CA_00306,"Dagmar Horvath, Md","Dagmar Horvath, Md","2550 Samaritan Dr, Ste A",San Jose,CA,95124,,,,,37.252339,-121.95029,clinical,CMS_CLIA,(408) 295-8988,05D0608637,Routine Chemistry,20241107,,,,
CLIA_CA_00307,"Golden State Dermatology Assoc, Inc - Lodi","Golden State Dermatology Assoc, Inc - Lodi","801 S Ham Ln, Ste A",Lodi,CA,95242,,,,,38.124648,-121.28837,clinical,CMS_CLIA,(209) 333-3376,05D0608994,Routine Chemistry,20250606,,,,
CLIA_CA_00308,Doctors Hospital Of Manteca,Doctors Hospital Of Manteca,1205 E North St,Manteca,CA,95336,,,,,37.801124,-121.19816,clinical,CMS_CLIA,(209) 239-8320,05D0609961,Routine Chemistry,20101124,1992736599,ROB GIORGIANI,CFO,2098238361
CLIA_CA_00309,Healthy U Clinics,Healthy U Clinics,1262 E North St,Manteca,CA,95336,,,,,37.801016,-121.197008,clinical,CMS_CLIA,(209) 524-1668,05D0609981,Routine Chemistry,20010105,,,,
CLIA_CA_00310,Doctors Medical Center,Doctors Medical Center,1441 Florida Ave,Modesto,CA,95350,,,,,37.664989,-120.996284,clinical,CMS_CLIA,(209) 602-2922,05D0610391,Routine Chemistry,20101123,1528095015,CAROLYN CROWN,CEO,2095273412
CLIA_CA_00311,Manuel Lorenzo H Canga Md,Manuel Lorenzo H Canga Md,1248 Main Street,Newman,CA,95360,,,,,37.316565,-121.023056,clinical,CMS_CLIA,(209) 862-2991,05D0610778,Routine Chemistry,19960710,,,,
CLIA_CA_00312,Pathways Healthcare,Pathways Healthcare,190 S Oak Ave Bldg 2 Ste 1,Oakdale,CA,95361,,,,,37.759499,-120.861397,clinical,CMS_CLIA,(209) 848-8410,05D0610818,Routine Chemistry,19950620,,,,
CLIA_CA_00313,Ripon Family Physicians,Ripon Family Physicians,521 N Wilma Ave  #A,Ripon,CA,95366,,,,,37.743755,-121.135644,clinical,CMS_CLIA,(209) 599-4211,05D0610848,Routine Chemistry,19950918,1356912638,KENT HUFFORD,General Partner,2095994211
CLIA_CA_00314,Yosemite Pathology Medical Group Inc,Yosemite Pathology Medical Group Inc,782 Delnero Dr,Sonora,CA,95370,,,,,37.978517,-120.370746,clinical,CMS_CLIA,(209) 577-1200,05D0610978,Routine Chemistry,20220608,,,,
CLIA_CA_00315,Family Medical Group,Family Medical Group,911 E Tuolomne Rd,Turlock,CA,95382,,,,,37.514678,-120.838516,clinical,CMS_CLIA,(209) 668-4101,05D0611134,Routine Chemistry,19940105,1538298575,MONICA KAHLER,Practice Administrator,2096684101
CLIA_CA_00316,"Redwood Empire Dermatology, Inc","Redwood Empire Dermatology, Inc","6574 Oakmont Dr, Ste B",Santa Rosa,CA,95409,,,,,38.441371,-122.604688,clinical,CMS_CLIA,(707) 579-4239,05D0611720,Routine Chemistry,20250827,,,,
CLIA_CA_00317,Richard J Andolsen Md,Richard J Andolsen Md,465-A March Ave,Healdsburg,CA,95448,,,,,38.625971,-122.864797,clinical,CMS_CLIA,(707) 433-3369,05D0612074,Routine Chemistry,19941104,,,,
CLIA_CA_00318,R Steven Vargas Md,R Steven Vargas Md,421B March Avenue,Healdsburg,CA,95448,,,,,38.625973,-122.86608,clinical,CMS_CLIA,(707) 433-5511,05D0612077,Routine Chemistry,19970122,,,,
CLIA_CA_00319,Sonoma Specialty Hospital,Sonoma Specialty Hospital,501 Petaluma Ave,Sebastopol,CA,95472,,,,,38.398297,-122.821094,clinical,CMS_CLIA,(707) 823-8511,05D0612335,Routine Chemistry,20240531,,,,
CLIA_CA_00320,Baechtel Creek Medical Clinic,Baechtel Creek Medical Clinic,1245 South Main Street,Willits,CA,95490,,,,,39.399517,-123.349481,clinical,CMS_CLIA,(707) 459-6861,05D0612624,Routine Chemistry,19950926,1568525400,DONALD MATHESON,Managing Partner,7074596861
CLIA_CA_00321,Mad River Community Hospital,Mad River Community Hospital,3800 Janes Road,Arcata,CA,95521,,,,,40.897166,-124.092763,clinical,CMS_CLIA,(707) 822-7220,05D0612926,Routine Chemistry,20070912,1518996040,DOUGLAS SHAW,Chief Executive Officer,7078227220
CLIA_CA_00322,Redwood Pediatric Medical Group,Redwood Pediatric Medical Group,3305 Renner Drive,Fortuna,CA,95540,,,,,40.582527,-124.135418,clinical,CMS_CLIA,(707) 725-9355,05D0613017,Routine Chemistry,20070913,1164574083,SHALAMAR IVEY,Billing Manager,7077259355
CLIA_CA_00323,Sierra Hematology & Oncology,Sierra Hematology & Oncology,6555 Coyle Ave Ste 301,Carmichael,CA,95608,,,,,38.668058,-121.312367,clinical,CMS_CLIA,(916) 962-1544,05D0613463,Routine Chemistry,20250203,,,,
CLIA_CA_00324,Carbon Health Medical Group,Carbon Health Medical Group,"4156 Manzanita Ave,  Ste 100",Carmichael,CA,95608,,,,,38.640036,-121.327871,clinical,CMS_CLIA,(415) 639-4667,05D0613494,Routine Chemistry,19940902,,,,
CLIA_CA_00325,Elk Grove Pediatrics Inc,Elk Grove Pediatrics Inc,9727 Elk Grove-Florin Road #250,Elk Grove,CA,95624,,,,,38.404303,-121.371452,clinical,CMS_CLIA,(916) 686-5003,05D0613888,Routine Chemistry,19990224,,,,
CLIA_CA_00326,Allen E Priest Jr Md,Allen E Priest Jr Md,6600 Mercy Court Ste 210,Fair Oaks,CA,95628,,,,,38.666152,-121.310341,clinical,CMS_CLIA,(916) 967-8201,05D0613955,Routine Chemistry,19950222,,,,
CLIA_CA_00327,Alan Semion Inc,Alan Semion Inc,729 Sunrise Ave Ste 700,Roseville,CA,95661,,,,,38.734108,-121.271961,clinical,CMS_CLIA,(916) 782-7546,05D0614290,Routine Chemistry,20250418,,,,
CLIA_CA_00328,Northbay Healthcare Group,Northbay Healthcare Group,421 Nut Tree Rd,Vacaville,CA,95687,,,,,38.364872,-121.953405,clinical,CMS_CLIA,(707) 624-7533,05D0614782,Routine Chemistry,19961105,1104151844,MARGARET WALBOLT,Vice President Adminstrative Serv,7076464196
CLIA_CA_00329,Michael J Fazio Md Inc,Michael J Fazio Md Inc,1525 Response Rd,Sacramento,CA,95815,,,,,38.598475,-121.436092,clinical,CMS_CLIA,(916) 492-1828,05D0615441,Routine Chemistry,20240925,,,,
CLIA_CA_00330,Yosemite Pathology Medical Group Inc,Yosemite Pathology Medical Group Inc,"7750 College Town Dr, Ste 102",Sacramento,CA,95826,,,,,38.554113,-121.413288,clinical,CMS_CLIA,(209) 577-1200,05D0615570,Routine Chemistry,20250224,,,,
CLIA_CA_00331,Golden State Dermatology Associates Inc -,Golden State Dermatology Associates Inc -,5601 J St,Sacramento,CA,95819,,,,,38.564644,-121.434563,clinical,CMS_CLIA,(916) 454-5922,05D0615761,Routine Chemistry,20170913,,,,
CLIA_CA_00332,Dermatology Consultants,Dermatology Consultants,"2410 Fair Oaks Blvd, Ste 220",Sacramento,CA,95825,,,,,38.57446,-121.406728,clinical,CMS_CLIA,(916) 739-1505,05D0615781,Routine Chemistry,20250225,,,,
CLIA_CA_00333,Elliott L Adams Md,Elliott L Adams Md,"7248 S Land Park Dr, Ste 206",Sacramento,CA,95831,,,,,38.494339,-121.511576,clinical,CMS_CLIA,(916) 392-7900,05D0616135,Routine Chemistry,20250228,,,,
CLIA_CA_00334,"Jacqueline Losi, Md","Jacqueline Losi, Md",270 Cohasset Rd Ste 100,Chico,CA,95926,,,,,,,clinical,CMS_CLIA,(530) 895-1396,05D0617026,Routine Chemistry,19951208,,,,
CLIA_CA_00335,"Colusa  Medical Center, Llc","Colusa  Medical Center, Llc",199 E Webster St,Colusa,CA,95932,,,,,39.20724,-121.999964,clinical,CMS_CLIA,(530) 619-0840,05D0617219,Routine Chemistry,20250417,,,,
CLIA_CA_00336,American West Skin Pathology Service,American West Skin Pathology Service,"1007 Live Oak Blvd, Ste A1",Yuba City,CA,95991,,,,,39.143629,-121.620742,clinical,CMS_CLIA,(530) 673-3790,05D0617836,Routine Chemistry,20250731,,,,
CLIA_CA_00337,Hal Meadows Md,Hal Meadows Md,705 West St,Susanville,CA,96130,,,,,40.407696,-120.66583,clinical,CMS_CLIA,(530) 257-7251,05D0618634,Routine Chemistry,19960919,,,,
CLIA_CA_00338,Oral Pathology Associates Inc,Oral Pathology Associates Inc,"11500 W Olympic Blvd, Ste 390",Los Angeles,CA,90064,,,,,34.036421,-118.44409,clinical,CMS_CLIA,(310) 235-1164,05D0642416,Routine Chemistry,20241010,,,,
CLIA_CA_00339,Physicians Diagnostic Reference Laboratory,Physicians Diagnostic Reference Laboratory,709 S Main St,Burbank,CA,91506,,,,,34.166616,-118.313223,clinical,CMS_CLIA,(818) 845-5320,05D0642420,Routine Chemistry,20160519,1033201090,ZORKA MIHAYLOVICH,President/Owner,8188455320
CLIA_CA_00340,Immunosciences Lab Inc,Immunosciences Lab Inc,822 S Robertson Blvd Ste 312,Los Angeles,CA,90035,,,,,34.062138,-118.383481,clinical,CMS_CLIA,(310) 657-1077,05D0642471,Routine Chemistry,20050513,,,,
CLIA_CA_00341,Ashley Clinical Diagnostic Lab Inc,Ashley Clinical Diagnostic Lab Inc,5542 N Figueroa St,Los Angeles,CA,90042,,,,,34.108506,-118.194859,clinical,CMS_CLIA,(323) 478-0801,05D0642478,Routine Chemistry,20231019,,,,
CLIA_CA_00342,Psychemedics Corporation,Psychemedics Corporation,5832 Uplander Way,Culver City,CA,90230,,,,,33.984834,-118.38597,clinical,CMS_CLIA,(310) 216-7776,05D0642561,Routine Chemistry,20250327,1144623901,NEIL LERNER,VP Finance,9782068220
CLIA_CA_00343,Sdi Labs Inc,Sdi Labs Inc,"2204 E 4th St,  Unit 103",Santa Ana,CA,92705,,,,,33.748066,-117.836118,clinical,CMS_CLIA,(877) 509-0376,05D0642622,Routine Chemistry,20040610,,,,
CLIA_CA_00344,Med Science Center Inc,Med Science Center Inc,"435 Arden Ave, Ste 140",Glendale,CA,91203,,,,,34.158517,-118.262318,clinical,CMS_CLIA,(818) 500-1814,05D0642731,Routine Chemistry,20230912,,,,
CLIA_CA_00345,Foundation Laboratory,Foundation Laboratory,1716 W Holt Ave,Pomona,CA,91768,,,,,34.061601,-117.77915,clinical,CMS_CLIA,(909) 623-9301,05D0642889,Routine Chemistry,20250318,1881626943,LALA VARTANIAN,Secretary,9096239301
CLIA_CA_00346,Gastroenterology Diagnostic Center,Gastroenterology Diagnostic Center,"880 S Atlantic Blvd,  Ste G10",Monterey Park,CA,91754,,,,,34.05112,-118.137846,clinical,CMS_CLIA,(626) 872-6261,05D0642897,Routine Chemistry,19960411,1013048461,FERNANDO IBARRA,Authorized Official,6268726261
CLIA_CA_00347,Applied Clinical Research,Applied Clinical Research,6565 Nancy Ridge Dr,San Diego,CA,92121,,,,,32.886288,-117.178659,clinical,CMS_CLIA,(800) 677-7995,05D0642965,Routine Chemistry,20240711,1386708816,JOSEPH GRAAS,President - CEO,8586777970
CLIA_CA_00348,Scripps Oral Pathology Service,Scripps Oral Pathology Service,"6727 Flanders Dr, Ste 101",San Diego,CA,92121,,,,,32.904962,-117.177024,clinical,CMS_CLIA,(858) 784-0600,05D0643007,Routine Chemistry,20241107,1063683357,GORDON RICK,owner/director,8587840600
CLIA_CA_00349,John F Kennedy Memorial Hospital Laboratory,John F Kennedy Memorial Hospital Laboratory,47111 Monroe St,Indio,CA,92201,,,,,33.706135,-116.233942,clinical,CMS_CLIA,(760) 775-8487,05D0643133,Routine Chemistry,20071016,,,,
CLIA_CA_00350,Desert Valley Hospital,Desert Valley Hospital,16850 Bear Valley Rd,Victorville,CA,92395,,,,,34.470975,-117.295855,clinical,CMS_CLIA,(760) 241-8000,05D0643174,Routine Chemistry,19940826,1851396576,CHRISTOPHER DOAN,Managing Associate General Counsel,3102594706
CLIA_CA_00351,Unilab Corporation Dba Quest Diagnostics,Unilab Corporation Dba Quest Diagnostics,431 S Batavia Ste 102,Orange,CA,92868,,,,,33.781775,-117.861741,clinical,CMS_CLIA,(714) 997-9826,05D0643397,Routine Chemistry,19930824,,,,
CLIA_CA_00352,"Bbt Health, Llc","Bbt Health, Llc","5105 E Dakota Ave, Ste 101",Fresno,CA,93727,,,,,36.786788,-119.722391,clinical,CMS_CLIA,(559) 248-0131,05D0643449,Routine Chemistry,19970219,1417956921,ADAM FRERICHS,Chief Executive Officer,5592480131
CLIA_CA_00353,Laboratory Corporation Of America,Laboratory Corporation Of America,820 34th St Ste 103,Bakersfield,CA,93301,,,,,35.390554,-119.010805,clinical,CMS_CLIA,(661) 612-1691,05D0643479,Routine Chemistry,20050624,1104196484,KIMBERLY WILLIAMS,VP,8002227566
CLIA_CA_00354,Igenex Inc,Igenex Inc,556 Gilbraltar Dr,Milpitas,CA,95035,,,,,37.420844,-121.894994,clinical,CMS_CLIA,(650) 424-1191,05D0643914,Routine Chemistry,20260206,1396837605,JYOTSNA SHAH,CEO/ LAB DIRECTOR,8008323200
CLIA_CA_00355,Yosemite Pathology Medical Group,Yosemite Pathology Medical Group,"3172 Collins Dr, Ste B",Merced,CA,95348,,,,,37.322732,-120.477033,clinical,CMS_CLIA,(209) 577-1200,05D0644024,Routine Chemistry,20250205,,,,
CLIA_CA_00356,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,857 W Childs Road,Merced,CA,95341,,,,,37.288258,-120.497271,clinical,CMS_CLIA,(209) 385-5632,05D0644027,Routine Chemistry,20251107,,,,
CLIA_CA_00357,Fmc Eureka Dialysis,Fmc Eureka Dialysis,2765 Timber Ridge Lane,Eureka,CA,95503,,,,,40.780069,-124.137053,clinical,CMS_CLIA,(707) 445-2033,05D0644101,Routine Chemistry,19930624,,,,
CLIA_CA_00358,Mangrove Medical Group,Mangrove Medical Group,1040 Mangrove Ave,Chico,CA,95926,,,,,39.74023,-121.837126,clinical,CMS_CLIA,(530) 345-0064,05D0644223,Routine Chemistry,20100412,1326038381,ELIZABETH MULLINS,Administrator,5303450064
CLIA_CA_00359,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,2510 Airpark Dr Ste 202,Redding,CA,96001,,,,,40.572788,-122.405182,clinical,CMS_CLIA,(530) 243-4509,05D0644239,Routine Chemistry,20240606,,,,
CLIA_CA_00360,Kids And Teens Medical Group,Kids And Teens Medical Group,8628 Reseda Blvd,Northridge,CA,91324,,,,,34.22694,-118.536011,clinical,CMS_CLIA,(818) 361-5437,05D0662230,Routine Chemistry,19970514,,,,
CLIA_CA_00361,Weisenthal Cancer Group,Weisenthal Cancer Group,16512 Burke Ln,Huntington Beach,CA,92647,,,,,33.722735,-117.998658,clinical,CMS_CLIA,(714) 596-2100,05D0662326,Routine Chemistry,20220131,1629257860,LARRY WEISENTHAL,Medical Director,7145962100
CLIA_CA_00362,"Sunny Wong, Do","Sunny Wong, Do",110 West Emerson Avenue,Monterey Park,CA,91754,,,,,34.066098,-118.123083,clinical,CMS_CLIA,(626) 307-0676,05D0662741,Routine Chemistry,19941205,,,,
CLIA_CA_00363,Esoterix-Inc,Esoterix-Inc,4301 Lost Hills Road,Calabasas Hills,CA,91301,,,,,34.137225,-118.707525,clinical,CMS_CLIA,(818) 880-8040,05D0663070,Routine Chemistry,20220825,,,,
CLIA_CA_00364,Roxbury Laboratory Associates Llc,Roxbury Laboratory Associates Llc,"435 N Roxbury Dr, Ste 300",Beverly Hills,CA,90210,,,,,34.067567,-118.406509,clinical,CMS_CLIA,(424) 239-1499,05D0664149,Routine Chemistry,20240502,,,,
CLIA_CA_00365,Bernardo Dermatology Medical Group,Bernardo Dermatology Medical Group,"15525 Pomerado Rd, Ste A2",Poway,CA,92064,,,,,32.994883,-117.057893,clinical,CMS_CLIA,(858) 451-3311,05D0664519,Routine Chemistry,20250122,,,,
CLIA_CA_00366,Unilab Corp Dba Quest Diagnostics,Unilab Corp Dba Quest Diagnostics,"7060 N Recreation Ave, Ste 106",Fresno,CA,93720,,,,,36.839039,-119.740375,clinical,CMS_CLIA,(559) 297-2479,05D0664641,Routine Chemistry,20250807,,,,
CLIA_CA_00367,Scpmg Bellflower Medical Office Laboratory,Scpmg Bellflower Medical Office Laboratory,9400 E Rosecrans,Bellflower,CA,90706,,,,,33.904055,-118.133985,clinical,CMS_CLIA,(562) 657-7531,05D0665942,Routine Chemistry,20220825,,,,
CLIA_CA_00368,Young J Ko Md,Young J Ko Md,"44215 15th St West,  Ste 303",Lancaster,CA,93534,,,,,34.686332,-118.156874,clinical,CMS_CLIA,(661) 945-0723,05D0666012,Routine Chemistry,20150716,,,,
CLIA_CA_00369,American Bio-Clinical Laboratories,American Bio-Clinical Laboratories,2730 N Main St,Los Angeles,CA,90031,,,,,34.06594,-118.213706,clinical,CMS_CLIA,(323) 222-6688,05D0666419,Routine Chemistry,20240228,1821091067,DAVID SOMALI,Owner,3232226688
CLIA_CA_00370,San Pedro Pediatric Medical Group Inc,San Pedro Pediatric Medical Group Inc,1294 West 6th Street Ste 102,San Pedro,CA,90731,,,,,33.738862,-118.306353,clinical,CMS_CLIA,(310) 832-0616,05D0666609,Routine Chemistry,19990604,,,,
CLIA_CA_00371,Pacific Pathology Inc,Pacific Pathology Inc,9292 Chesapeake Dr,San Diego,CA,92123,,,,,32.837632,-117.128458,clinical,CMS_CLIA,(858) 576-9630,05D0666715,Routine Chemistry,19961126,,,,
CLIA_CA_00372,Scpmg Escondido Medical Offices,Scpmg Escondido Medical Offices,732 N Broadway,Escondido,CA,92025,,,,,33.129311,-117.084809,clinical,CMS_CLIA,(619) 528-6017,05D0668040,Routine Chemistry,20120522,,,,
CLIA_CA_00373,Kaiser Foundation Hospital Zion Laboratory,Kaiser Foundation Hospital Zion Laboratory,"4647 Zion Ave Room B70, 1251",San Diego,CA,92120,,,,,32.792915,-117.095433,clinical,CMS_CLIA,(619) 528-5545,05D0668041,Routine Chemistry,20111117,,,,
CLIA_CA_00374,Scpmg La Mesa Laboratory,Scpmg La Mesa Laboratory,8080 Parkway Dr,La Mesa,CA,91942,,,,,32.775338,-117.023594,clinical,CMS_CLIA,(619) 528-6017,05D0668043,Routine Chemistry,20240822,,,,
CLIA_CA_00375,Scpmg Rancho Bernardo Medical Office,Scpmg Rancho Bernardo Medical Office,17140 Bernardo Center Dr,Rancho Bernardo,CA,92128,,,,,33.024581,-117.074479,clinical,CMS_CLIA,(619) 528-6017,05D0668045,Routine Chemistry,20120807,,,,
CLIA_CA_00376,Scpmg Bonita Medical Offices,Scpmg Bonita Medical Offices,3955 Bonita Rd,Bonita,CA,91902,,,,,32.656835,-117.042608,clinical,CMS_CLIA,(619) 528-6017,05D0668047,Routine Chemistry,20110203,,,,
CLIA_CA_00377,Scpmg Carlsbad Medical Office,Scpmg Carlsbad Medical Office,6860 Avenida Encinas,Carlsbad,CA,92008,,,,,33.107844,-117.314813,clinical,CMS_CLIA,(760) 931-4250,05D0668049,Routine Chemistry,20120105,,,,
CLIA_CA_00378,Family Planning Associates,Family Planning Associates,1060 N 13th Ave,Upland,CA,91786,,,,,34.107625,-117.63346,clinical,CMS_CLIA,(909) 382-0201,05D0668294,Routine Chemistry,20190117,,,,
CLIA_CA_00379,Family Planning Associates,Family Planning Associates,"2030 Coffee Rd, Ste A-1",Modesto,CA,95355,,,,,37.672219,-120.975652,clinical,CMS_CLIA,(909) 382-0201,05D0668295,Routine Chemistry,20260225,,,,
CLIA_CA_00380,Family Planning Associates Medical,Family Planning Associates Medical,10200 Sepulveda Blvd Ste 200,Mission Hills,CA,91345,,,,,34.25551,-118.467229,clinical,CMS_CLIA,(909) 382-0201,05D0668296,Routine Chemistry,20250528,,,,
CLIA_CA_00381,Family Planning Associates,Family Planning Associates,1901 N Tustin Ave,Santa Ana,CA,92705,,,,,33.762515,-117.835191,clinical,CMS_CLIA,(909) 382-0201,05D0668300,Routine Chemistry,20211001,,,,
CLIA_CA_00382,Family Planning Associates,Family Planning Associates,"501 S Vincent Ave, Ste 205",West Covina,CA,91790,,,,,34.067656,-117.926958,clinical,CMS_CLIA,(626) 572-8800,05D0668302,Routine Chemistry,20190604,,,,
CLIA_CA_00383,Family Planning Associates,Family Planning Associates,855 E Hospitality Ln,San Bernardino,CA,92408,,,,,34.068754,-117.267628,clinical,CMS_CLIA,(909) 382-0201,05D0668303,Routine Chemistry,20250501,,,,
CLIA_CA_00384,Family Planning Associates Medical,Family Planning Associates Medical,1161 Third Avenue,Chula Vista,CA,91911,,,,,32.611604,-117.068215,clinical,CMS_CLIA,(909) 382-0201,05D0668304,Routine Chemistry,20210630,,,,
CLIA_CA_00385,Family Planning Associates,Family Planning Associates,12304 Santa Monica Blvd Ste 116,West Los Angeles,CA,90025,,,,,,,clinical,CMS_CLIA,(310) 820-8084,05D0668306,Routine Chemistry,20190701,,,,
CLIA_CA_00386,Family Planning Associates Medical,Family Planning Associates Medical,"2777 Long Beach Blvd, Ste 200",Long Beach,CA,90806,,,,,33.808145,-118.189475,clinical,CMS_CLIA,(909) 382-0201,05D0668307,Routine Chemistry,20250425,,,,
CLIA_CA_00387,Family Planning Associates,Family Planning Associates,"24241 Hawthorne Blvd, Ste 201",Torrance,CA,90505,,,,,33.802718,-118.351217,clinical,CMS_CLIA,(310) 373-1042,05D0668308,Routine Chemistry,20210728,,,,
CLIA_CA_00388,Family Planning Associates,Family Planning Associates,"425 East Colorado St,  Ste 420",Glendale,CA,91205,,,,,34.142704,-118.250631,clinical,CMS_CLIA,(818) 502-1341,05D0668309,Routine Chemistry,20190717,,,,
CLIA_CA_00389,Family Planning Associates,Family Planning Associates,165 N Clark St,Fresno,CA,93701,,,,,36.74441,-119.786072,clinical,CMS_CLIA,(909) 382-0201,05D0668310,Routine Chemistry,20250904,,,,
CLIA_CA_00390,Family Planning Associates,Family Planning Associates,601 S Westmoreland Ave,Los Angeles,CA,90005,,,,,34.061752,-118.289158,clinical,CMS_CLIA,(805) 904-8212,05D0668311,Routine Chemistry,20250213,,,,
CLIA_CA_00391,Family Planning Associates Med Grp Inc,Family Planning Associates Med Grp Inc,2500 H St,Bakersfield,CA,93301,,,,,35.382004,-119.021087,clinical,CMS_CLIA,(909) 382-0201,05D0668312,Routine Chemistry,20251021,,,,
CLIA_CA_00392,Family Planning Associates,Family Planning Associates,8635 Firestone Blvd,Downey,CA,90241,,,,,33.936633,-118.125988,clinical,CMS_CLIA,(909) 382-0201,05D0668370,Routine Chemistry,20250424,,,,
CLIA_CA_00393,Scpmg Pasadena Medical Office Laboratory,Scpmg Pasadena Medical Office Laboratory,3280 E Foothill Blvd,Pasadena,CA,91107,,,,,34.15001,-118.0828,clinical,CMS_CLIA,(626) 583-2315,05D0668618,Routine Chemistry,20160816,,,,
CLIA_CA_00394,Scpmg Flow Cytometry Laboratory,Scpmg Flow Cytometry Laboratory,4867 Sunset Blvd 1st Fl,Los Angeles,CA,90027,,,,,34.098199,-118.294316,clinical,CMS_CLIA,(323) 783-4961,05D0668619,Routine Chemistry,19960529,,,,
CLIA_CA_00395,"Pacific Diagnostic Laboratories, Llc","Pacific Diagnostic Laboratories, Llc",454 S Patterson Ave,Santa Barbara,CA,93111,,,,,34.431997,-119.810494,clinical,CMS_CLIA,(805) 879-8100,05D0668637,Routine Chemistry,20170803,,,,
CLIA_CA_00396,"Julie Iwasaki, Md","Julie Iwasaki, Md",3655 Lomita Blvd Ste 221,Torrance,CA,90505,,,,,33.814907,-118.348754,clinical,CMS_CLIA,(310) 373-0515,05D0668723,Routine Chemistry,20230421,,,,
CLIA_CA_00397,College Medical Center,College Medical Center,2776 Pacific Ave,Long Beach,CA,90806,,,,,33.807571,-118.193634,clinical,CMS_CLIA,(562) 997-2220,05D0669064,Routine Chemistry,20050427,1215373626,BARRY WEISS,Manager,5629239449
CLIA_CA_00398,2080 Century Park Laboratory,2080 Century Park Laboratory,"2080 Century Park East, Ste 1410",Los Angeles,CA,90067,,,,,34.058745,-118.412157,clinical,CMS_CLIA,(310) 282-8316,05D0669071,Routine Chemistry,20240925,,,,
CLIA_CA_00399,Quest Diagnostics,Quest Diagnostics,"2999 Regent St, Ste 101",Berkeley,CA,94705,,,,,37.855707,-122.256591,clinical,CMS_CLIA,(510) 229-7637,05D0670381,Routine Chemistry,20251016,1215191002,CHARLES BOWLES,Vice President,6104544122
CLIA_CA_00400,Unilab Corporation Dba Quest Diagnostics,Unilab Corporation Dba Quest Diagnostics,"612 West Duarte Road, Suite 103",Arcadia,CA,91007,,,,,34.126495,-118.05156,clinical,CMS_CLIA,(626) 445-4989,05D0670387,Routine Chemistry,20050824,,,,
CLIA_CA_00401,David Lieu Md   Dba Fine Needle,David Lieu Md   Dba Fine Needle,"320 S Garfield Ave, Ste 278",Alhambra,CA,91801,,,,,34.091929,-118.124525,clinical,CMS_CLIA,(626) 281-7800,05D0671449,Routine Chemistry,20250109,,,,
CLIA_CA_00402,Innovative Dermatology Alliance Ca  Dba,Innovative Dermatology Alliance Ca  Dba,5530 W Avenida De Los Robles,Visalia,CA,93291,,,,,36.328123,-119.35203,clinical,CMS_CLIA,(559) 733-5050,05D0671853,Routine Chemistry,20250723,,,,
CLIA_CA_00403,Kaiser Foundation Hospital Fremont Laboratory,Kaiser Foundation Hospital Fremont Laboratory,39400 Paseo Padre Parkway,Fremont,CA,94538,,,,,37.55152,-121.976792,clinical,CMS_CLIA,(510) 795-3149,05D0673159,Routine Chemistry,19950912,,,,
CLIA_CA_00404,Redwood Medical Offices,Redwood Medical Offices,1240 Marshall St,Crescent City,CA,95531,,,,,41.768079,-124.200433,clinical,CMS_CLIA,(707) 465-5566,05D0673664,Routine Chemistry,20150618,1023181971,MONICA SPERLING,Practice Manager,7074655566
CLIA_CA_00405,Drs Leonards Johnson Crosby Dab Gin,Drs Leonards Johnson Crosby Dab Gin,591 Redwood Hwy Ste 5215,Mill Valley,CA,94942,,,,,37.890618,-122.517133,clinical,CMS_CLIA,(415) 668-8900,05D0674887,Routine Chemistry,19940330,,,,
CLIA_CA_00406,Downey Dermatologic Medical Group Inc,Downey Dermatologic Medical Group Inc,"11480 Brookshire Ave, Ste 109",Downey,CA,90241,,,,,33.936155,-118.131167,clinical,CMS_CLIA,(562) 869-2478,05D0674974,Routine Chemistry,20250212,1356425888,TERRENCE GREESON,President,5628692478
CLIA_CA_00407,California Cancer Associates,California Cancer Associates,9850 Genesee Ave Ste 560,La Jolla,CA,92037,,,,,32.884871,-117.222559,clinical,CMS_CLIA,(800) 456-5860,05D0675449,Routine Chemistry,20160408,,,,
CLIA_CA_00408,Office Laboratory Associates,Office Laboratory Associates,"16133 Ventura Blvd, Ste 350",Encino,CA,91436,,,,,34.156532,-118.484358,clinical,CMS_CLIA,(818) 986-1446,05D0676091,Routine Chemistry,20250910,,,,
CLIA_CA_00409,College Hospital Costa Mesa,College Hospital Costa Mesa,301 Victoria St,Costa Mesa,CA,92627,,,,,33.652557,-117.912553,clinical,CMS_CLIA,(949) 574-3314,05D0676899,Routine Chemistry,20080528,,,,
CLIA_CA_00410,Genesis Healthcare Partners Pc,Genesis Healthcare Partners Pc,9850 Genesee Ave Suite 440,La Jolla,CA,92037,,,,,32.884871,-117.222559,clinical,CMS_CLIA,(858) 453-5944,05D0677357,Routine Chemistry,19940606,1699072074,EDWARD COHEN,CEO,8583549766
CLIA_CA_00411,"Hollenberg, Agrawal, Knoll, Warren, Hong,","Hollenberg, Agrawal, Knoll, Warren, Hong,",250 W Bonita Ave  Ste 200,Pomona,CA,91767,,,,,34.096745,-117.751837,clinical,CMS_CLIA,(909) 620-1935,05D0677550,Routine Chemistry,19960209,,,,
