company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes
"CryoGam Colorado, LLC",,3004092640,,Loveland,CO,80538,,FDA HCT/P Registration,,,,,
"Cryobank America, LLC",,3013912801,,Arlington,TX,76014,,FDA HCT/P Registration,,,,,
Cryobank OC,,3038219890,,Costa Mesa,CA,92626,,FDA HCT/P Registration,,,,,
"Cryobiology, Inc.",,3003409897,,Columbus,OH,43214,,FDA HCT/P Registration,,,,,
Cryomate Indiana LLC,,3027264838,,Indianapolis,IN,46204,,FDA HCT/P Registration,,,,,
"Cryoport Systems, LLC",,3023214394,,Houston,TX,77054,,FDA HCT/P Registration,,,,,
Cryos International (DAL) - USA LLC,,3028453324,,Richardson,TX,75080,,FDA HCT/P Registration,,,,,
Cryos International (RAL) - USA LLC,,3021830708,,Raleigh,NC,27607,,FDA HCT/P Registration,,,,,
Cryos International USA LLC,,3011402904,,Orlando,FL,32826,,FDA HCT/P Registration,,,,,
DCI Donor Services dba Sierra Donor Services dba Sierra Donor Services Eye Bank,,3000718308,,West Sacramento,CA,95691,,FDA HCT/P Registration,,,,,
"DCI Donor Services dba TN Donor Services, DCIDS Tissue Bank, Sierra Eye Bank",,1000307504,,Nashville,TN,37228,,FDA HCT/P Registration,,,,,
"DEEPAK GULATI & ASSOCIATES, INC.",,3021544308,,NEW YORK,NY,10128,,FDA HCT/P Registration,,,,,
Dallas Fertility Center,,3010056021,,Dallas,TX,75231,,FDA HCT/P Registration,,,,,
"Dallas Fertility Center-Baylor, LLC",,3035358213,,Dallas,TX,75246,,FDA HCT/P Registration,,,,,
Dallas IVF,,3006631826,,Frisco,TX,75034,,FDA HCT/P Registration,,,,,
Dana - Farber Cancer Institute,,3003934255,,Boston,MA,02215,,FDA HCT/P Registration,,,,,
"Daniel Rostein, M.D., S.C.",,3009840486,,Oak Brook,IL,60523,,FDA HCT/P Registration,,,,,
"Danielle Lane MD, Inc dba Lane Fertility Institute",,3009286037,,Santa Rosa,CA,95405,,FDA HCT/P Registration,,,,,
Dartmouth - Hitchcock Medical Center,,3003929816,,Lebanon,NH,03756-0001,,FDA HCT/P Registration,,,,,
Davies Fertility,,3010934657,,lincolnwood,IL,60076,,FDA HCT/P Registration,,,,,
"Davies Fertility & IVF Specialists, S.C.",,3010469922,,Glenview,IL,60026,,FDA HCT/P Registration,,,,,
Deerwood Fertility,,3038702833,,Waco,TX,76712,,FDA HCT/P Registration,,,,,
Delaware Institute for Reproductive Medicine,,3003939643,,Newark,DE,19702,,FDA HCT/P Registration,,,,,
Denver Fertility Care,,3010133797,,Englewood,CO,80112,,FDA HCT/P Registration,,,,,
Department of Defense - Army,,3003926780,,JBSA Fort Sam Houston,TX,78234-6200,,FDA HCT/P Registration,,,,,
Detroit Medical Center University Laboratories,,3008734098,,Detroit,MI,48201-2018,,FDA HCT/P Registration,,,,,
"District 2-A1 Lions Eye Bank, Inc. dba Western Texas Lions Eye Bank Alliance",,3001238033,,San Angelo,TX,76904,,FDA HCT/P Registration,,,,,
"Dominion Fertility ""DBA Pinnacle Fertility Virginia""",,3004731585,,Arlington,VA,22203,,FDA HCT/P Registration,,,,,
"Dorotea, LLC dba Alamo Biologics dba Precision Allograft Solutions",,3003279883,,San Antonio,TX,78249,,FDA HCT/P Registration,,,,,
Dr. Louis R. Manara,,3006217552,,Voorhees,NJ,08043,,FDA HCT/P Registration,,,,,
Duke Fertility Center,,3004513878,,Morrisville,NC,27560,,FDA HCT/P Registration,,,,,
Duke Innovative Pain Therapies Clinic,,3014421281,,Raleigh,NC,27617,,FDA HCT/P Registration,,,,,
Duke University Medical Center,,3002663011,,Durham,NC,27710,,FDA HCT/P Registration,,,,,
Duke University Robertson GMP Laboratory,,3016025133,,Durham,NC,27705,,FDA HCT/P Registration,,,,,
"E & A Labs and Imaging, LLC",,3010094343,,Shreveport,LA,71103,,FDA HCT/P Registration,,,,,
E2P4 Labs & Peak Fertility,,3027694633,,Plano,TX,75024,,FDA HCT/P Registration,,,,,
East Coast Infertility and IVF PC dba Damien Fertility Partners,,3003945108,,Shrewsbury,NJ,07702,,FDA HCT/P Registration,,,,,
East Tennessee Lions Eye Bank,,3002689373,,Knoxville,TN,37931,,FDA HCT/P Registration,,,,,
"Edwin Robins, MD, PS",,3003973134,,Spokane,WA,99201,,FDA HCT/P Registration,,,,,
"Egg Whisperer Labs, LLC",,3032475920,,San Ramon,CA,94583,,FDA HCT/P Registration,,,,,
Elite IVF Solutions,,3045189653,,Weston,FL,33326,,FDA HCT/P Registration,,,,,
Ember Fertility Center,,3019473733,,Laguna Hills,CA,92653,,FDA HCT/P Registration,,,,,
"Embryo Donation International, P.L.",,3009752081,,Fort Myers,FL,33907,,FDA HCT/P Registration,,,,,
"Embryology Laboratory, LLC",,3030265670,,Frontenac,MO,63131,,FDA HCT/P Registration,,,,,
Emory Reproductive Center,,3003935810,,Atlanta,GA,30308,,FDA HCT/P Registration,,,,,
"Emory University Hospital, Center for Transfusion & Cellular Therapies",,1070021,,Atlanta,GA,30322-1064,,FDA HCT/P Registration,,,,,
"Empire State Medical Practice, PC DBA Kindbody of New York Medical Practice",,3018112123,,New York,NY,10016,,FDA HCT/P Registration,,,,,
Empower Fertility Labs LLC,,3020118190,,Santa Barbara,CA,93105,,FDA HCT/P Registration,,,,,
Encytera Labs LLC,,3043022856,,Irving,TX,75063,,FDA HCT/P Registration,,,,,
Envision Sight Inc.,,3006040855,,Boise,ID,83704,,FDA HCT/P Registration,,,,,
"Eurofins CellTx, LLC.",,3025981313,,Tucson,AZ,85747,,FDA HCT/P Registration,,,,,
"Eurofins Donor & Product Testing, LLC, Denver",,1000477683,,Centennial,CO,80112,,FDA HCT/P Registration,,,,,
Eurofins Lancaster Laboratories LLC,,2513291,,Lancaster,PA,17601,,FDA HCT/P Registration,,,,,
Evanston Hospital,,1473456,,Evanston,IL,60201,,FDA HCT/P Registration,,,,,
Eversight,,3001451642,,Chicago,IL,60608,,FDA HCT/P Registration,,,,,
Eversight,,3000718321,,Ann Arbor,MI,48108,,FDA HCT/P Registration,,,,,
"ExoCel Bio, Inc.",,3029064269,,Doylestown,PA,18902,,FDA HCT/P Registration,,,,,
"Extend Fertility, LLC",,3013962812,,New York,NY,10019,,FDA HCT/P Registration,,,,,
"Eye-Bank for Sight Restoration, Inc.",,3001518811,,New York,NY,10005-3902,,FDA HCT/P Registration,,,,,
"FPG Labs of Austin, LLC",,3004554544,,Austin,TX,78731,,FDA HCT/P Registration,,,,,
"FSAC Fertility, Inc. dba Fertility and Surgical Medical Associates of California",,3003941356,,Thousand Oaks,CA,91360,,FDA HCT/P Registration,,,,,
Faculty Physicians and Surgeons of LLUSM,,3003942532,,Loma Linda,CA,92354,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Austin",,3005033855,,Austin,TX,78705,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Fairfax",,3004731690,,Fairfax,VA,22031,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Houston",,3011417016,,Houston,TX,77004,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Miami",,3023068399,,Miami,FL,33173,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Pasadena",,3005108367,,Pasadena,CA,91101,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Philadelphia",,3005287828,,Philadelphia,PA,19104,,FDA HCT/P Registration,,,,,
"Fairfax Cryobank, Inc. - Roseville",,3000243835,,Roseville,MN,55113,,FDA HCT/P Registration,,,,,
"Fairfax EggBank, Inc.",,3003140045,,Fairfax,VA,22031,,FDA HCT/P Registration,,,,,
"Family Beginnings, PC",,3004474381,,Indianapolis,IN,46256,,FDA HCT/P Registration,,,,,
Family Fertility Center,,3003939664,,Bethlehem,PA,18017,,FDA HCT/P Registration,,,,,
Family Fertility Center,,3003926820,,Houston,TX,77030,,FDA HCT/P Registration,,,,,
Ferny,,3016687850,,NEW YORK,NY,10017,,FDA HCT/P Registration,,,,,
Fertility & Cryogenics Lab,,3006597663,,Downers Grove,IL,60516,,FDA HCT/P Registration,,,,,
"Fertility Answers, LLC",,3017872058,,Lafayette,LA,70508,,FDA HCT/P Registration,,,,,
"Fertility Associates of Memphis, PLLC",,3005682148,,Memphis,TN,38120-2363,,FDA HCT/P Registration,,,,,
Fertility Care / IVF Laboratory of Central Florida,,3004513908,,Winter Park,FL,32792,,FDA HCT/P Registration,,,,,
Fertility Care of Orange County,,3005916326,,Brea,CA,92821,,FDA HCT/P Registration,,,,,
Fertility Center and Applied Genetics of Florida,,3003926612,,Sarasota,FL,34233,,FDA HCT/P Registration,,,,,
Fertility Center of the Carolinas,,3003935952,,Greenville,SC,29605,,FDA HCT/P Registration,,,,,
Fertility Center of the Carolinas - Parkridge,,3030591281,,Columbia,SC,29212,,FDA HCT/P Registration,,,,,
"Fertility Center, LLC",,3005093960,,Chattanooga,TN,37421,,FDA HCT/P Registration,,,,,
"Fertility Center, LLC",,3010125585,,Knoxville,TN,37922,,FDA HCT/P Registration,,,,,
Fertility Centers of Illinois,,3004744098,,Chicago,IL,60610,,FDA HCT/P Registration,,,,,
Fertility Centers of New England,,3003135821,,Reading,MA,01867,,FDA HCT/P Registration,,,,,
"Fertility Centers of Orange County, A Medical Group, Inc.",,3006603559,,Irvine,CA,92614,,FDA HCT/P Registration,,,,,
"Fertility Institute Reproductive Laboratory, Inc",,3011080049,,La Jolla,CA,92037,,FDA HCT/P Registration,,,,,
Fertility Institute of New Orleans,,3003947257,,Metairie,LA,70001,,FDA HCT/P Registration,,,,,
Fertility Institute of North Alabama,,3016786608,,Huntsville,AL,35801,,FDA HCT/P Registration,,,,,
Fertility Lab Sciences of Orange County,,3010944261,,Newport Beach,CA,92660,,FDA HCT/P Registration,,,,,
"Fertility Labs of Colorado, LLC",,3005811913,,Lone Tree,CO,80124,,FDA HCT/P Registration,,,,,
Fertility Specialist of Texas-Lubbock,,3004512666,,Lubbock,TX,79424,,FDA HCT/P Registration,,,,,
"Fertility Specialists Medical Group, Inc.",,3005238926,,San Diego,CA,92123,,FDA HCT/P Registration,,,,,
Fertility Specialists of Texas,,3006601542,,Plano,TX,75024,,FDA HCT/P Registration,,,,,
Fertility Treatment Center,,3003942362,,Tempe,AZ,85284,,FDA HCT/P Registration,,,,,
"Fertility Unlimited, Inc.",,3007789105,,Akron,OH,44304,,FDA HCT/P Registration,,,,,
Fertility and Advanced Reproductive Medicine,,3006663136,,Dallas,TX,75390-8539,,FDA HCT/P Registration,,,,,
Fertility and Gynecology Center,,3003969216,,Monterey,CA,93940,,FDA HCT/P Registration,,,,,
"Fertility and IVF Center of Miami, Inc.",,3003926616,,Miami,FL,33176,,FDA HCT/P Registration,,,,,
Fisch Ltd dba Green Valley Fertility Partners,,3010953558,,Henderson,NV,89052,,FDA HCT/P Registration,,,,,
Florida Fertility Institute,,3004586701,,Clearwater,FL,33759,,FDA HCT/P Registration,,,,,
Florida Institute for Reproductive Medicine,,3003926648,,Jacksonville,FL,32207,,FDA HCT/P Registration,,,,,
Florida Institute for Reproductive Sciences and Technologies,,3004516706,,Weston,FL,33326-3257,,FDA HCT/P Registration,,,,,
Florida Lions Eye Bank,,1000025033,,Miami,FL,33136,,FDA HCT/P Registration,,,,,
"Foulk Nevada Fertility Center, PC",,3005339958,,Las Vegas,NV,89118-1896,,FDA HCT/P Registration,,,,,
Foundation for Cell Gene and Tissue Innovations,,3013225099,,"SAN ANTONIO, TEXAS",TX,78249,,FDA HCT/P Registration,,,,,
"Francis Polansky, M.D., Inc",,3009122683,,Palo Alto,CA,94306,,FDA HCT/P Registration,,,,,
Franciscan Health Indianapolis,,1871527,,Indianapolis,IN,46237,,FDA HCT/P Registration,,,,,
Fred Hutchinson Cancer Center,,3002813078,,Seattle,WA,98109,,FDA HCT/P Registration,,,,,
Fremont Fertility DBA CCRM Chicago,,3035195011,,Chicago,IL,60606,,FDA HCT/P Registration,,,,,
Froedtert Hospital Reproductive Medicine Center,,3003241162,,Menomonee Falls,WI,53051,,FDA HCT/P Registration,,,,,
Froedtert Memorial Lutheran Hospital,,3003981963,,Milwaukee,WI,53226,,FDA HCT/P Registration,,,,,
"Frontier Biologics, LLC",,3018748915,,Waco,TX,76712,,FDA HCT/P Registration,,,,,
GI Accelerate Memphis LLC,,3006500433,,Memphis,TN,38118,,FDA HCT/P Registration,,,,,
"GIVFF, LLC d/b/a GIVF Fertility",,3032385972,,Fairfax,VA,22031,,FDA HCT/P Registration,,,,,
Gago Center for Fertility / Gago IVF,,3006651867,,Brighton,MI,48114,,FDA HCT/P Registration,,,,,
Geisinger Medical Center,,2571086,,Danville,PA,17822-0131,,FDA HCT/P Registration,,,,,
Geisinger Medical Center,,3003940593,,Danville,PA,17822-2920,,FDA HCT/P Registration,,,,,
Geisinger Wyoming Valley Medical Center,,2577651,,Wilkes-Barre,PA,18711,,FDA HCT/P Registration,,,,,
Gen5 Fertility,,3014745310,,San Diego,CA,92121,,FDA HCT/P Registration,,,,,
Generation Next Fertility,,3013676494,,New York,NY,10022,,FDA HCT/P Registration,,,,,
Genesis Fertility & Reproductive Medicine,,3003972326,,Brooklyn,NY,11204,,FDA HCT/P Registration,,,,,
"Genprime California, LLC",,3031962839,,Anaheim,CA,92801,,FDA HCT/P Registration,,,,,
Georgia Center for Reproductive Medicine,,3005289937,,Savannah,GA,31405,,FDA HCT/P Registration,,,,,
"Georgia Eye Bank, Inc.",,3001237886,,Atlanta,GA,30342,,FDA HCT/P Registration,,,,,
Georgia Reproductive Specialists LLC,,3003935864,,Atlanta,GA,30342,,FDA HCT/P Registration,,,,,
Gift of Life Marrow Registry,,3004513916,,Boca Raton,FL,33487,,FDA HCT/P Registration,,,,,
"Give Legacy - New Jersey, LLC",,3024743004,,Hoboken,NJ,07030,,FDA HCT/P Registration,,,,,
"Global Fertility & Genetics, NY",,3013389992,,New York,NY,10022,,FDA HCT/P Registration,,,,,
Global Premier Fertility-Orange County LLC dba RISE Fertility,,3018118424,,Newport Beach,CA,92663,,FDA HCT/P Registration,,,,,
Gold Coast IVF,,3010436541,,Woodbury,NY,11797,,FDA HCT/P Registration,,,,,
"Gonadal Tissue Processing Suite, Ann & Robert H. Lurie Children's Hospital of Chicago",,3017723221,,Chicago,IL,60611,,FDA HCT/P Registration,,,,,
Greater Delaware Valley Society of Transplant Surgeons,,3003475732,,Hershey,PA,17033,,FDA HCT/P Registration,,,,,
"Greenwich Fertility & IVF Center, P.C.",,3007656673,,Greenwich,CT,06830,,FDA HCT/P Registration,,,,,
Grifols Bio Supplies Inc.,,1049760,,Miami,FL,33138,,FDA HCT/P Registration,,,,,
Grifols Bio Supplies Inc.,,3030749206,,Indianapolis,IN,46227,,FDA HCT/P Registration,,,,,
"H. Lee Moffitt Cancer Center and Research Institute Hospital, Inc.",,3014740666,,Tampa,FL,33612,,FDA HCT/P Registration,,,,,
"HCA Health Services of Tennessee, Inc. d/b/a TriStar Centennial Medical Center",,3005015543,,Nashville,TN,37203,,FDA HCT/P Registration,,,,,
HCA HealthONE Rose-Microbiology Center of Excellence,,1775213,,Denver,CO,80220,,FDA HCT/P Registration,,,,,
HCA-HealthONE LLC d/b/a Presbyterian/St. Luke's Medical Center,,1770151,,Denver,CO,80218,,FDA HCT/P Registration,,,,,
HFI-Assure Fertility Partners of Houston,,1000543561,,Houston,TX,77030,,FDA HCT/P Registration,,,,,
HFI-Assure Fertility Partners of Houston,,3005129035,,Houston,TX,77063,,FDA HCT/P Registration,,,,,
HRC Fertility San Diego,,3023887160,,SanDiego,CA,92121,,FDA HCT/P Registration,,,,,
HRC Silicon Valley,,3003971457,,Foster City,CA,94404,,FDA HCT/P Registration,,,,,
"HRCFG, LLC d/b/a Innovative Fertility Specialists--An INVOcenter",,3020612584,,Birmingham,AL,35242,,FDA HCT/P Registration,,,,,
Hackensack University Medical Center,,3004726780,,Hackensack,NJ,07601,,FDA HCT/P Registration,,,,,
Hart Fertility Center,,3004272066,,The Woodlands,TX,77384,,FDA HCT/P Registration,,,,,
Harvest IVF Lab,,3016012877,,Arcadia,CA,91007,,FDA HCT/P Registration,,,,,
Hawaii Cellular Therapy and Transplant Laboratory,,2971502,,Honolulu,HI,96813,,FDA HCT/P Registration,,,,,
"Health Network Laboratories, LLC",,2576261,,Allentown,PA,18103,,FDA HCT/P Registration,,,,,
HealthBanks Biotech Inc,,3007390761,,Rancho Cordova,CA,95670,,FDA HCT/P Registration,,,,,
"Heartland Center for Reproductive Medicine of Kansas, PA",,3004529914,,Overland Park,KS,66211,,FDA HCT/P Registration,,,,,
"Heartland Center for Reproductive Medicine, PC",,3004562631,,Omaha,NE,68138,,FDA HCT/P Registration,,,,,
"Hematology/ Oncology Clinic, Department of Medicine",,3006405478,,Bethesda,MD,20889,,FDA HCT/P Registration,,,,,
Hematopoietic Progenitor Cell Laboratory,,3000718050,,Syracuse,NY,13210,,FDA HCT/P Registration,,,,,
Henry Ford Health/Henry Ford Cancer,,1876141,,Detroit,MI,48202-2608,,FDA HCT/P Registration,,,,,
"Herbert Wertheim Cancer Institute, part of Baptist Health South Florida",,3012589626,,Miami,FL,33176,,FDA HCT/P Registration,,,,,
Highland Park IVF Center Laboratory-Aparent IVF,,3003966285,,Northbrook,IL,60062,,FDA HCT/P Registration,,,,,
Hope Fertility LLC,,3018693324,,Alpharetta,GA,30022,,FDA HCT/P Registration,,,,,
Hospital Of The Univ Of Pa.,,2571117,,Philadelphia,PA,19104,,FDA HCT/P Registration,,,,,
Hospital of The University of Pennsylvania-Reproductive Surgical Facility Penn Fertility Care,,3004623088,,Philadelphia,PA,19104,,FDA HCT/P Registration,,,,,
Houston Fertility Center,,3004554679,,Houston,TX,77024,,FDA HCT/P Registration,,,,,
Houston IVF (dba CCRM Houston),,3004554702,,Houston,TX,77024,,FDA HCT/P Registration,,,,,
"Houston Methodist Urology Associates, Andrology Lab",,,,Houston,TX,77030,,FDA HCT/P Registration,,,,,
"Hoxworth Blood Center, University of Cincinnati",,1570969,,Cincinnati,OH,45267-0055,,FDA HCT/P Registration,,,,,
"Hudson Valley Fertility, PLLC",,3008286979,,Fishkill,NY,12524,,FDA HCT/P Registration,,,,,
Humabiologics Inc.,,3020650905,,Phoenix,AZ,85034,,FDA HCT/P Registration,,,,,
Hunter Biotech,,3027380769,,West Monroe,LA,71291,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3003253380,,Pasadena,CA,91101,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3006501093,,Encino,CA,91436,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3011742642,,Rancho Cucamonga,CA,91730,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3009654898,,Carlsbad,CA,92011,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3009565053,,Newport Beach,CA,92660,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3005108378,,Mission Viejo,CA,92691,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group,,3006501029,,Fullerton,CA,92831,,FDA HCT/P Registration,,,,,
Huntington Reproductive Center Medical Group - Beverly Hills,,3043141822,,Beverly Hills,CA,90212,,FDA HCT/P Registration,,,,,
"Hytissue, LLC",,3031552263,,Murfreesboro,TN,37130,,FDA HCT/P Registration,,,,,
"INCELL Corporation, LLC",,3004107906,,San Antonio,TX,78249,,FDA HCT/P Registration,,,,,
IVF Florida Reproductive Associates,,3003926655,,Margate,FL,33063,,FDA HCT/P Registration,,,,,
IVF HAWAII,,3005208455,,Honolulu,HI,96813,,FDA HCT/P Registration,,,,,
IVF Laboratories of Fort Worth LLC,,3017935292,,Fort Worth,TX,76104,,FDA HCT/P Registration,,,,,
"IVF Laboratories of Grand Rapids, LLC DBA Ovation Fertility Grand Rapids",,3023433664,,Grand Rapids,MI,49525,,FDA HCT/P Registration,,,,,
"IVF Laboratories of Nashville, LLC",,3003947406,,Nashville,TN,37203,,FDA HCT/P Registration,,,,,
IVF Laboratories of San Antonio,,3011007339,,San Antonio,TX,78258,,FDA HCT/P Registration,,,,,
"IVF Laboratories of Vermont, LLC DBA Ovation Fertility Vermont",,3023168668,,Colchester,VT,05446,,FDA HCT/P Registration,,,,,
"IVF Michigan, P.C.",,3006524208,,Ypsilanti,MI,48197,,FDA HCT/P Registration,,,,,
"IVF Michigan, P.C.",,3010929692,,Bloomfield Hills,MI,48304,,FDA HCT/P Registration,,,,,
"IVF Michigan, P.C.",,3030263263,,Grand Rapids,MI,49503,,FDA HCT/P Registration,,,,,
"IVF Michigan, P.C.",,3011816272,,Sylvania,OH,43560,,FDA HCT/P Registration,,,,,
"IVF Phoenix, pLLC",,3003942387,,Scottsdale,AZ,85258-4587,,FDA HCT/P Registration,,,,,
IVF Virginia LLC,,3013669874,,Chesapeake,VA,23320,,FDA HCT/P Registration,,,,,
IVF Virginia LLC,,3042272711,,Virginia Beach,VA,23462,,FDA HCT/P Registration,,,,,
"IVF laboratories of DC, LLC",,3020562980,,Washington,DC,20037,,FDA HCT/P Registration,,,,,
"IVF-PGT LAB, LLC",,3014122566,,Chicago,IL,60611,,FDA HCT/P Registration,,,,,
IVFMD and Advanced Reproductive Laboratory,,3004453319,,Irving,TX,75063,,FDA HCT/P Registration,,,,,
"IX Biomedical, LLC",,3043728849,,San Antonio,TX,78249,,FDA HCT/P Registration,,,,,
Idaho Center for Reproductive Medicine,,3007327551,,Boise,ID,83712,,FDA HCT/P Registration,,,,,
Idaho Fertility Center,,3016687420,,Idaho Falls,ID,83402,,FDA HCT/P Registration,,,,,
Illume Fertility,,3003929738,,Norwalk,CT,06851,,FDA HCT/P Registration,,,,,
Imagine Pharma LLC,,3028629088,,Pittsburgh,PA,15219,,FDA HCT/P Registration,,,,,
Immunaeon Inc,,3031056898,,Buffalo,NY,14203,,FDA HCT/P Registration,,,,,
"ImmunoBridge Medical Group, PLC",,3032524303,,Memphis,TN,38119,,FDA HCT/P Registration,,,,,
"Immunovative Clinical Research, Inc",,3021592840,,Wesley Chapel,FL,33544,,FDA HCT/P Registration,,,,,
"Implant Innovations, LLC a subsidiary of Isto Biologics",,3011885419,,Carlsbad,CA,92008,,FDA HCT/P Registration,,,,,
"In VitroTech Labs, Inc.",,3008771840,,West Hollywood,CA,90069,,FDA HCT/P Registration,,,,,
InVia Fertility,,3004744097,,Hoffman Estates,IL,60169,,FDA HCT/P Registration,,,,,
Incinta Fertility Center,,3016710849,,Torrance,CA,90503,,FDA HCT/P Registration,,,,,
Incinta Fertility Center Beverly Hills,,,,Los Angeles,CA,90048,,FDA HCT/P Registration,,,,,
"Indiana Fertility Institute, LLC",,3005863342,,Indianapolis,IN,46280,,FDA HCT/P Registration,,,,,
"Indiana Fertility Providers, LLC",,3014741214,,Carmel,IN,46032,,FDA HCT/P Registration,,,,,
"Indiana Lions Eye Bank, Inc.",,3000718320,,Carmel,IN,46280,,FDA HCT/P Registration,,,,,
Indiana University Health,,1876269,,Indianapolis,IN,46202,,FDA HCT/P Registration,,,,,
Induce Biologics USA Inc.,,3032171483,,Irvine,CA,92618,,FDA HCT/P Registration,,,,,
Infectious Diseases Diagnostic Lab,,3015360543,,Minneapolis,MN,55455,,FDA HCT/P Registration,,,,,
Infertility & IVF Medical Associates of Western New York,,3003972332,,Snyder,NY,14226,,FDA HCT/P Registration,,,,,
"Infertility Laboratories of Las Vegas, LLC",,3014453298,,Las Vegas,NV,89113,,FDA HCT/P Registration,,,,,
"Innovative Blood Resources, a Division of New York Blood Center, Inc.",,2170665,,St. Paul,MN,55114,,FDA HCT/P Registration,,,,,
Innovative Fertility Center / HMR Life Center,,3009258903,,Manhattan Beach,CA,90266,,FDA HCT/P Registration,,,,,
Inova Stem Cell Transplant and Immunotherapy Program,,3041520422,,Fairfax,VA,22031,,FDA HCT/P Registration,,,,,
Inovi Fertility & Genetics Institute,,3017102645,,Houston,TX,77046,,FDA HCT/P Registration,,,,,
Institute for Reproductive Medicine and Science at Saint Barnabas,,3001047110,,Livingston,NJ,07039,,FDA HCT/P Registration,,,,,
"IntegoGen, LLC",,3012349839,,Tallahassee,FL,32308,,FDA HCT/P Registration,,,,,
Integra LifeSciences Sales LLC,,3014118249,,Cordova,TN,38018,,FDA HCT/P Registration,,,,,
"International Cryogenics, Inc.",,3004561638,,Royal Oak,MI,48073,,FDA HCT/P Registration,,,,,
International Egg Bank,,3008083294,,Downers Grove,IL,60515,,FDA HCT/P Registration,,,,,
International Tissue Inc.,,3016734261,,San Antonio,TX,78247,,FDA HCT/P Registration,,,,,
"Invitrx Therapeutics, Inc.",,3004168148,,Lake Forest,CA,92630,,FDA HCT/P Registration,,,,,
Iowa Lions Eye Bank,,3001238368,,Coralville,IA,52241,,FDA HCT/P Registration,,,,,
Island Reproductive Services,,3011393636,,Staten Island,NY,10309,,FDA HCT/P Registration,,,,,
Islet Cell Isolation Program,,3023913088,,Columbus,OH,43205,,FDA HCT/P Registration,,,,,
Islet Cell Processing Laboratory,,3007327268,,Dallas,TX,75204,,FDA HCT/P Registration,,,,,
Islet Isolation Laboratory,,3005356523,,Boston,MA,02114,,FDA HCT/P Registration,,,,,
Islet Isolation Laboratory,,3008132725,,Charlottesville,VA,22908,,FDA HCT/P Registration,,,,,
"IsoTis OrthoBiologics, Inc.",,3001503333,,Irvine,CA,92618,,FDA HCT/P Registration,,,,,
Isomedix Operations Inc,,1047843,,Spartanburg,SC,29306,,FDA HCT/P Registration,,,,,
Isomedix Operations Inc.,,1720929,,Sandy,UT,84070,,FDA HCT/P Registration,,,,,
"Isomedix Operations, Inc.",,3003058448,,Ontario,CA,91761,,FDA HCT/P Registration,,,,,
"Isomedix Operations, Inc.",,3003015552,,Libertyville,IL,60048,,FDA HCT/P Registration,,,,,
"Isomedix Operations, Inc.",,3005191403,,Libertyville,IL,60048,,FDA HCT/P Registration,,,,,
"Isomedix Operations, Inc.",,2245304,,Whippany,NJ,07981,,FDA HCT/P Registration,,,,,
"Isomedix Operations, Inc.",,3010490502,,Chester,NY,10918,,FDA HCT/P Registration,,,,,
"J4 Biologics, LLC",,3025971176,,San Antonio,TX,78240,,FDA HCT/P Registration,,,,,
Jack & Sheryl Morris Cancer Center,,1000527093,,New Brunswick,NJ,08901,,FDA HCT/P Registration,,,,,
Jackson Memorial Hospital,,1047303,,Miami,FL,33136,,FDA HCT/P Registration,,,,,
"James P. Lin, MD, INC",,3015368771,,Corona,CA,92879,,FDA HCT/P Registration,,,,,
"James P. Lin, MD., INC",,3005405736,,Irvine,CA,92618,,FDA HCT/P Registration,,,,,
Jefferson University Hospitals Clinical Laboratory for Cellular Therapy,,3004571543,,Philadelphia,PA,19107,,FDA HCT/P Registration,,,,,
"Jeffrey M. Steinberg, M.D., Incorporated The Fertility Institutes, New York",,3007802189,,New York,NY,10019,,FDA HCT/P Registration,,,,,
Jersey Shore University Medical Center,,3016579845,,Neptune City,NJ,07753,,FDA HCT/P Registration,,,,,
Johns Hopkins Fertility Center,,3003610950,,Lutherville,MD,21093,,FDA HCT/P Registration,,,,,
"Johns Hopkins Hospital,The",,3005078272,,Baltimore,MD,21287,,FDA HCT/P Registration,,,,,
"Joseph E. Martin, M.D., P.A.",,3006164588,,San Antonio,TX,78229,,FDA HCT/P Registration,,,,,
KDNA LIFE SCIENCES LLC,,3020499006,,Belgrade,MT,59714,,FDA HCT/P Registration,,,,,
"KLEB, Inc.",,3013157033,,Louisville,KY,40223,,FDA HCT/P Registration,,,,,
KOFINAS FERTILITY GROUP,,3004753467,,New York,NY,10006,,FDA HCT/P Registration,,,,,
