Establishment Name,"City, State/Zip",FEI,Establishment Status
Laboratoriao Di Manipolazione Cellulare Ospedale Ferrarotto,"Catania, / 95124",3008298716.0,Inactive
Laboratory Corporation of America,"Burlington, North Carolina / 27215",1000111938.0,Registered
Laboratory Corporation of America Holdings,"Raritan, New Jersey / 08869",1000526836.0,Registered
Laboratory Corporation of America Holdings,"Burlington, North Carolina / 27215",3005189531.0,Registered
Laboratory Corporation of America ViroMed Laboratories,"Burlington, North Carolina / 27215",2183472.0,Registered
Labryo Fertility Center,"Newport Beach, California / 92660",3020911960.0,Registered
Lake Superior Centre for Regenerative Medicine,"Thunder Bay, / P7A 7T1",3007941017.0,Registered
Landon Trost,"Orem, Utah / 84057",3018783572.0,Inactive
Lattice Biologics Ltd,"Belgrade, Montana / 59714",3005234844.0,Inactive
"Laurel Fertility Care, a Professional Medical Corporation","San Francisco, California / 94109",3005556765.0,Registered
Lawrence S Amesse MD PA,"Loxahatchee, Florida / 33470",3038504478.0,Registered
"Lawrence Werlin, MD Inc. DBA: Costal Fertility Medical Ctr.","Irvine, California / 92618",3005605711.0,Registered
"LeMaitre Vascular, Inc","Fox River Grove, Illinois / 60021",3010593108.0,Registered
"LeMaitre Vascular, Inc","Burlington, Massachusetts / 01803",1220948.0,Registered
Leukemia and Marrow Transplant Program of BC,"Vancouver, / V5Z 1M9",3004618550.0,Inactive
Leuven Cord Blood Bank ( Leuvense Navelstrengbloedbank),"Leuven, / 3000",3004978100.0,Registered
LifeCell Corporation,"Branchburg, New Jersey / 08876",1000306051.0,Registered
LifeCell International Pvt. Ltd.,"Jhajjar, / 124103",3042371765.0,Registered
LifeCell International Pvt. Ltd.,"Chennai, / 600127",3007953176.0,Registered
"LifeLink Foundation, Inc. d/b/a LifeLink Tissue Bank","Tampa, Florida / 33619",3008286876.0,Registered
LifeNet Health,"Virginia Beach, Virginia / 23453",3005064037.0,Registered
LifeNet Health,"Virginia Beach, Virginia / 23455",1000512996.0,Registered
LifeNet Health,"Virginia Beach, Virginia / 23455",3005381997.0,Registered
LifeShare Carolinas,"Charlotte, North Carolina / 28211",3001237890.0,Registered
LifeShare Carolinas,"Asheville, North Carolina / 28806",3003420259.0,Inactive
"LifeSource Cryobank, LLC","Covington, Louisiana / 70433",3006500423.0,Inactive
"LifeSouth Community Blood Centers, Inc.","Gainesville, Florida / 32607",3003707120.0,Registered
LifeStart Fertility Center,"Agoura Hills, California / 91301",3005405793.0,Registered
Lifeforce Immune System Bank plc,"Newport, / NP10 8UH",3006060755.0,Inactive
Liguria Cord Blood Bank,"Genova, / 16132",3010370499.0,Inactive
"Limited Liability Company ""Medicover Ukraine""","Lviv, / 79057",3014319170.0,Registered
Limited Liability Company ?NEOMED 2007?,"Kyiv, / 04123",3028649851.0,Inactive
Lions Eye Bank for Long Island,"Valley Stream, New York / 11580",3001518813.0,Registered
Lions Eye Bank of Delaware Valley dba AltruVision,"Philadelphia, Pennsylvania / 19123",3000718080.0,Registered
Lions Eye Bank of Hawai'i,"Honolulu, Hawaii / 96817",3000718307.0,Inactive
"Lions Eye Bank of NW PA, Inc.","Erie, Pennsylvania / 16509",3000718077.0,Inactive
"Lions Eye Bank of Nebraska, Inc.","Omaha, Nebraska / 68105",3001456156.0,Registered
"Lions Eye Bank of Nebraska, Inc.","Kearney, Nebraska / 68848",3005781815.0,Inactive
Lions Eye Bank of Puerto Rico,"San Juan, / 00921",3001238469.0,Registered
Lions Eye Bank of West Central Ohio,"Dayton, Ohio / 45439",3000718790.0,Registered
"Lions Eye Bank of Wisconsin, Inc.","Madison, Wisconsin / 53718",3000718534.0,Registered
"Lions Eye Bank of the San Joaquin Valley, Inc.","Fresno, California / 93720",3001238552.0,Inactive
Lions Gift of Sight,"St. Paul, Minnesota / 55114",3000718538.0,Registered
"Lions Medical Eye Bank & Research Center of Eastern Virginia, Inc.","Norfolk, Virginia / 23507",3001236481.0,Registered
Lions World Vision Institute,"Tampa, Florida / 33605",3000206983.0,Registered
Liveyon Labs Inc,"Yorba Linda, California / 92887",3015381220.0,Inactive
"Logan Wade Enterprises, LLC","Jupiter, Florida / 33458",3016710364.0,Inactive
Loma Linda Fertility and Wellness Center,"San Bernardino, California / 92408",3042272776.0,Registered
Loma Linda University Medical Center,"Loma Linda, California / 92354-2804",2017366.0,Registered
Long Island Jewish Medical Center,"New Hyde Park, New York / 11040",2472215.0,Inactive
Longevity Research Institute LLC,"Henderson, Nevada / 89012",3043783948.0,Registered
Los Angeles IVF Laboratory,"Encino, California / 91436",3014669728.0,Registered
"Lost Mountain Tissue Bank, Inc.","Kennesaw, Georgia / 30144",1000512193.0,Inactive
"Louisiana IVF Laboratories, LLC","Lafayette, Louisiana / 70508",3004518897.0,Registered
"Louisiana IVF Laboratories, LLC","Baton Rouge, Louisiana / 70817",3003947328.0,Registered
Louisville Reproductive Center,"Louisville, Kentucky / 40207",3005081370.0,Registered
Loyola University Medical Center,"Maywood, Illinois / 60153",3004775418.0,Registered
Lucile Salter Packard Children's Hospital Stanford Medicine Fertility and Reproductive Health,"Sunnyvale, California / 94087",3003971418.0,Registered
"Lucina BioSciences, LLC","Aurora, Colorado / 80011",3014623201.0,Registered
"MCGH / PPG Reproductive Laboratory, LLC dba Reproductive Labs of Augusta","Augusta, Georgia / 30901",3003935906.0,Registered
"MEDEZE GROUP Public Company, Limited","Nakorn Pathom, / 73220",3017037289.0,Inactive
MEDIMALL IATRIKI S.A.,"Athens, /",3035691617.0,Registered
MEDINISTANBUL,"Tirana, /",3024052101.0,Inactive
"MFC LAB, INC","Greenbrae, California / 94904",3009682116.0,Registered
MRB GMP Facility,"Tucson, Arizona / 85724",3013956324.0,Inactive
MVF LLC DBA CCRM Fertility,"Scottsdale, Arizona / 85260",3003941306.0,Registered
MacDonald Fertility & IVF,"Cleveland, Ohio / 44106",3005081315.0,Inactive
Madison Women's Health,"Madison, Wisconsin / 53719",3027627166.0,Inactive
Main Line Fertility,"Fort Washington, Pennsylvania / 19034",3003939582.0,Inactive
Main Line Fertility Center,"Bryn Mawr, Pennsylvania / 19010",3004169562.0,Registered
Maine Center for Reproductive Health,"South Portland, Maine / 04106",3005816420.0,Inactive
MaineGeneral Medical Center,"Waterville, Maine / 04901",3006152245.0,Inactive
Malignant Haematology and Stem Cell Transplantation Service Alfred Hospital,"Melbourne, / 3004",3004554318.0,Inactive
Manhattan Fertility Services,"New York, New York / 10016",3012113545.0,Registered
"Manhattan Reproductive Medicine, PC","New York, New York / 10021",3004753417.0,Registered
Manning Family Children's,"New Orleans, Louisiana / 70118",2376994.0,Registered
"Maria M Gondra, M.D., FACOG","Phoenix, Arizona / 85050",3012879844.0,Inactive
"Marianas Reproductive Institute, Inc.","Saipan, / 96950",3029778128.0,Inactive
"Mark Denker MD, PA","Boca Raton, Florida / 33433",3004450713.0,Registered
"Marshfield Labs, Marshfield Clinic/Marshfield Medical Center","Marshfield, Wisconsin / 54449",2171372.0,Registered
Massachusetts General Hospital Cellular Therapeutics and Transplantation Laboratory,"Boston, Massachusetts / 02114",3003936070.0,Registered
Massachusetts General Hospital Fertility Center,"Boston, Massachusetts / 02114",3003927046.0,Registered
Massey Fertility Services,"Atlanta, Georgia / 30305",3010935628.0,Inactive
Matica BIOLABS,"Seongnam-si, / Gyeonggi-do",3031429031.0,Registered
Matica Biotechnology,"College Station, Texas / 77845",3023016400.0,Registered
Mayo Clinic,"Jacksonville, Florida / 32224",1000113532.0,Inactive
Mayo Clinic Arizona,"Phoenix, Arizona / 85054",3001116956.0,Registered
Mayo Clinic Florida,"Jacksonville, Florida / 32224",3001237814.0,Registered
Mayo Clinic Rochester,"Rochester, Minnesota / 55905",3003406951.0,Registered
Mayo Clinic Rochester Division of Transfusion Medicine,"Rochester, Minnesota / 55905",2172560.0,Registered
"MedStar-Georgetown Medical Center, Inc.","Washington, District of Columbia / 20007-2113",1174826.0,Registered
Medanta-The Medicity (GHPL),"Gurgaon, / 122001",3011414310.0,Inactive
"Medawar Therapeutics, Inc","Los Angeles, California / 90024",3044759973.0,Registered
"Medical Center of Private Higher Educational Institution""Institute of General Practice-Family Med""","Kyiv, / 02002",3013668211.0,Registered
Medical City Dallas Hospital,"Dallas, Texas / 75230",3002632802.0,Registered
"Medical Eye Bank of West Virginia, Inc.","Charleston, West Virginia / 25304",3003452634.0,Registered
Medical Group Texas,"Dallas, Texas / 75254",3044524993.0,Registered
Medical School Hannover - Cellular Therapy Centre,"Hannover, / D-30625",3003349989.0,Registered
Medical University Hospital Authority,"Charleston, South Carolina / 29425",1071757.0,Registered
Mediclinic Constantiaberg - Haematology Department,"Cape Town, / 7800",3010496703.0,Inactive
Mediport Fertility Services LTD,"Accra, / GA-183-8164",3041604738.0,Registered
Meharry Medical College,"Nashville, Tennessee / 37208",3008939170.0,Inactive
Memorial Hospital for Cancer and Allied Diseases Cell Therapy Laboratory,"New York, New York / 10065",2472289.0,Registered
"Memphis Fertility Laboratory, Inc.","Memphis, Tennessee / 38120-2363",3004169201.0,Inactive
Methodist Hospital - Cellular Therapy Laboratory,"San Antonio, Texas / 78229",3003926760.0,Registered
Metreon Bioproducts GmbH,"Freiburg, / 79108",3005525845.0,Inactive
"MiMedx Tissue Services, LLC","Marietta, Georgia / 30062",3005897621.0,Registered
"MiMedx Tissue Services, LLC","Kennesaw, Georgia / 30144",3009814715.0,Registered
Michael A Werner MD PC/ dba MAZE Laboratories,"Clifton, New Jersey / 07013",3009656302.0,Inactive
Michael A Werner MD /dba Maze Health,"Harrison, New York / 10528",3005543975.0,Registered
Michael A. Werner MD PC /dba Maze Health,"New York, New York / 10017",3008769595.0,Registered
Michigan Center IVF PLLC,"Warren, Michigan / 48092",3008802421.0,Registered
"Michigan Center for Fertility and Women's Health, PLC","Warren, Michigan / 48092",3005338705.0,Registered
Michigan Comprehensive Fertility Center,"Clinton Township, Michigan / 48038",3004213899.0,Inactive
Michigan Comprehensive Fertility Center,"Dearborn, Michigan / 48124",3004213894.0,Inactive
MicroSort,"Fairfax, Virginia / 22031",3003017476.0,Inactive
"MicroSort West, LLC","Laguna Hills, California / 92653",3003942543.0,Inactive
"Microcheck, Inc.","Northfield, Vermont / 05663",3000717733.0,Inactive
"Microvascular Tissues, Inc","San Diego, California / 92121",3011742679.0,Registered
"Mid - Iowa Fertility, P.C.","Clive, Iowa / 50325",3004562868.0,Registered
Mid-America Transplant Services (dba Mid-America Transplant),"St. Louis, Missouri / 63110",3001238381.0,Registered
"Mid-Missouri Reproductive Medicine & Surgery, Inc","Columbia, Missouri / 65201",3005172451.0,Registered
Midwest Fertility Center,"Chicago, Illinois / 60623",3006632302.0,Inactive
"Midwest Sperm Bank, LLC","Downers Grove, Illinois / 60515",3004743932.0,Registered
Midwest Stem Cell Therapy Center,"Kansas City, Kansas / 66160",3011110834.0,Registered
Midwest Women's Healthcare Specialists,"Kansas City, Missouri / 64132",3006404428.0,Inactive
Midwestern Regional Medical Center Inc. DBA City of Hope Chicago,"Zion, Illinois / 60099",3000719225.0,Registered
"Milano Cord Blood Bank, Foundation IRCCS CA' GRANDA Ospedale Maggiore Policlinico","Milan, / 20122",3002241997.0,Inactive
Milenium Mar de Cristal SL,"Madrid, / 28043",3018122130.0,Registered
Military Medical Institute,"Warsaw, / 04-141",3010501771.0,Registered
Miltenyi Biotec Inc.,"Sunnyvale, California / 94089",3013015535.0,Inactive
"Miltenyi Biotec, Inc","San Jose, California / 95134",3017086222.0,Registered
"Miltenyi Biotec, Inc","Gaithersburg, Maryland / 20878",3017812890.0,Registered
Mingxue Yang Medical PC,"New York, New York / 10128",,Inactive
Mini IFV Center,"Kyiv, / 04071",3020566390.0,Registered
Mississippi Fertility Institute,"Jackson, Mississippi / 39202",3003947345.0,Inactive
"Mississippi Reproductive Medicine, PLLC","Flowood, Mississippi / 39232",3008816513.0,Registered
Missouri Center for Reproductive Health & Fertility-Andrology Lab,"Columbia, Missouri / 65201",3005224175.0,Inactive
Missouri Center for Reproductive Medicine,"Chesterfield, Missouri / 63005",3010318779.0,Registered
Missouri Center for Reproductive Medicine,"Tulsa, Oklahoma / 74137",3016710985.0,Registered
Molecular and Cellular Therapeutics,"Saint Paul, Minnesota / 55108",3004086357.0,Registered
Mononuclear Therapeutics Co. Ltd.,"Hong Kong, / -",3012680612.0,Registered
Montefiore Medical Center - North Division,"Bronx, New York / 10466-2604",2470918.0,Inactive
Montefiore Medical Center Moses Division - Blood Bank,"Bronx, New York / 10467",2472396.0,Registered
Montefiore's Institute for Reproductive Medicine and Health,"Hartsdale, New York / 10530",3003972343.0,Registered
Montgomery Fertility Center,"Rockville, Maryland / 20852",3009658676.0,Registered
Mount Sinai Hospital Cellular Therapy Laboratory,"New York, New York / 10029",2470025.0,Registered
Muna Fertility PC,"Atlanta, Georgia / 30328",3041504368.0,Registered
Musculoskeletal Transplant Foundation d/b/a/ MTF Biologics,"Edison, New Jersey / 08837",3001236616.0,Registered
Musculoskeletal Transplant Foundation d/b/a/ MTF Biologics,"Jessup, Pennsylvania / 18434",1000307092.0,Registered
Musculoskeletal Transplant Foundation d/b/a/ MTF Biologics,"Jessup, Pennsylvania / 18434",3023880866.0,Registered
"Mycoscience, Inc.","Willington, Connecticut / 06279",1000120776.0,Inactive
NCFMC - A Medical Corporation,"Sacramento, California / 95841",3003971346.0,Registered
NEFI Management LLC,"Stamford, Connecticut / 06905",3004514148.0,Registered
NH Fertility Center Dartmouth Hitchcock Medical Center,"Lebanon, New Hampshire / 03756",3003929748.0,Registered
NHS Cord Blood Bank,"Bristol, / BS347QH",3008266901.0,Inactive
NIH Clinical Center,"Bethesda, Maryland / 20892-1184",1174694.0,Registered
"NJCryobank, LLC","Edison, New Jersey / 08817",3004737178.0,Inactive
NY Fertility,"Forest Hills, New York / 11375",3009658410.0,Inactive
"NY Reproductive Wellness Medicine, P.C.","SYOSSET, New York / 11791-6229",3010122933.0,Registered
"NYC In Vitro Fertilization, P.C.","New York, New York / 10022",3014461776.0,Registered
NYU Langone Hospitals,"New York, New York / 10016-4901",2470026.0,Registered
NYU Langone Reproductive Specialists of New York,"Mineola, New York / 11501",3003972384.0,Registered
NYU Langone Reproductive Specialists of New York,"Stony Brook, New York / 11790",3008927105.0,Inactive
NYU Langone Urology Assoc-Smithtown,"Smithtown, New York / 11787",3011696261.0,Inactive
"Nahal Biotech, Inc","Richmond Hill, / L4B1B9",3027474690.0,Inactive
"National Blood Centre, Thai Red Cross Society","Bangkok, / 10330",3007798476.0,Inactive
National Embryo Donation Center,"Knoxville, Tennessee / 37932",3005809802.0,Registered
National Jewish Health,"Denver, Colorado / 80206",3011694452.0,Registered
Nationwide Children's Hospital,"Columbus, Ohio / 43205",3003921382.0,Registered
"Natural Tissue, LLC","Hubbard, Oregon / 97032",3007160786.0,Inactive
"Nelson Laboratories Bozeman, LLC","Bozeman, Montana / 59718",3026934915.0,Inactive
"Nelson Laboratories, LLC","Itasca, Illinois / 60143",3007950533.0,Registered
"Nelson Laboratories, LLC","Salt Lake City, Utah / 84123",3000233845.0,Registered
"Nelson Labs Fairfield, Inc.","Fairfield, New Jersey / 07004-2405",2219947.0,Inactive
"Nemours Children's Hospital, Delaware","Wilmington, Delaware / 19803",2570172.0,Registered
NeoRegen BioSciences LLC,"Alpharetta, Georgia / 30005",3039523742.0,Inactive
"NeoStem, Inc","Los Angeles, California / 90017",3004622449.0,Inactive
"Neobiosis, LLC","Gainesville, Florida / 32601",3017371366.0,Registered
Nest Cryobank LLC,"New York, New York / 10036",3030771814.0,Registered
"Nevada Donor Network, Inc.","Las Vegas, Nevada / 89104",3000718306.0,Registered
Nevada Fertility C.A.R.E.S.,"Las Vegas, Nevada / 89144",3003969041.0,Inactive
"Nevada Fertility Institute, LLC","Las Vegas, Nevada / 89113",3014300857.0,Inactive
New Direction Biosciences LLC,"New York, New York / 10022",3009842420.0,Inactive
New Direction Fertility Centers-Scottsdale,"Scottsdale, Arizona / 85258",3031533359.0,Registered
New Directions Fertility Center,"Gilbert, Arizona / 85295",3011885945.0,Registered
"New England Cryogenic Center, Inc.","Marlborough, Massachusetts / 01752",3002733251.0,Registered
"New England Cryogenic Center, Inc.","Newton, Massachusetts / 02464",3005374514.0,Inactive
New Hope Fertility Center,"New York, New York / 10021",3005100705.0,Inactive
New Hope Fertility Center,"New York, New York / 10021",3008769612.0,Registered
New Leaders InFertility & Endocrinology,"Pensacola, Florida / 32503",3004586722.0,Registered
"New Life Generation, INC.","Indianapolis, Indiana / 46256",3007351181.0,Inactive
New Mexico Lions Eye Bank,"Albuquerque, New Mexico / 87106",3000215345.0,Registered
"New York Blood Center, Inc.","New York, New York / 10065",2476837.0,Inactive
"New York Blood Center, Inc.","Rye, New York / 10580",3000207008.0,Registered
New York Cryo,"Great Neck, New York / 11021",3003422359.0,Registered
New York Fertility Institute,"New York, New York / 10028",3003972366.0,Inactive
"New York Fertility Medical Practice, PLLC.","New York, New York / 10022",3016689391.0,Inactive
New York Firefighters Skin Bank New York Presbyterian Hospital,"New York, New York / 10065",3001238776.0,Inactive
New York Presbyterian Hospital Cellular Therapy Laboratory,"New York, New York / 10065",2470926.0,Registered
New York Presbyterian Hospital Weill Cornell Medical College,"New York, New York / 10021",3003972369.0,Registered
"New York Reproductive Wellness Medicine, P.C.","Syosset, New York / 11791",3010643755.0,Inactive
New York University Fertility Center,"New York, New York / 10022",3004104192.0,Registered
NewLife Fertility Centre,"Mississauga, Ontario, / L4Z 2G6",3014286697.0,Registered
"NewYork-Presbyterian Hospital, Columbia University Irving Medical Center","New York, New York / 10032",2474233.0,Registered
"Neway Medical, P.C.","New York, New York / 10024",3005002665.0,Registered
"Newport Beach IVF, LLC","Newport Beach, California / 92663",3003942657.0,Registered
Newport Integrated Behavioral Healthcare Inc,"Decatur, Georgia / 30032",3031043837.0,Inactive
NexCell Scientific INC,"Irvine, California / 92618",3015826052.0,Registered
Next Healthcare Inc.,"Fargo, North Dakota / 58104",3009193690.0,Inactive
NextBeam,"NORTH SIOUX CITY, South Dakota / 57049",3030691709.0,Registered
Nicolette Ann Johnson,"Lake Mary, Florida / 32746",3039667940.0,Inactive
Nicosia General Hospital- CIC575,"Nicosia, / 2032",3004554526.0,Registered
NorDx-Maine Medical Center,"Portland, Maine / 04102",3004561513.0,Registered
"North American Science Associates, LLC","Irvine, California / 92618",2020640.0,Registered
"North American Science Associates, LLC","Marietta, Georgia / 30066",1000511606.0,Registered
"North American Science Associates, LLC","Northwood, Ohio / 43619",1521876.0,Registered
"North Carolina IVF Labs, Inc.","Fayetteville, North Carolina / 28304",3006341508.0,Inactive
"North Carolina Reproductive Laboratories, Inc.","Cary, North Carolina / 27511",1000501644.0,Registered
North Colorado Medical Center Blood Bank,"Greeley, Colorado / 80631",1774110.0,Inactive
North Florida Reproductive Biology Laboratory,"Jacksonville, Florida / 32216",3004418500.0,Registered
North Hudson IVF Center,"Englewood Cliffs, New Jersey / 07632",3003945116.0,Inactive
"North Jersey Fertility Assoc.,","Fairlawn, New Jersey / 07410",3005187547.0,Inactive
North Jersey Fertility LLC,"Oradell, New Jersey / 07649",3005124184.0,Registered
North Shore Fertility IVF Laboratory,"Skokie, Illinois / 60076",3008548720.0,Inactive
North Shore Medical Center Women's Center,"Danvers, Massachusetts / 01923",3003828446.0,Inactive
"North Texas Fertility, LLC","Desoto, Texas / 75115",3008806090.0,Inactive
"North Texas Male Infertility Center, P.A.","Frisco, Texas / 75034",3012839551.0,Registered
Northeastern Reproductive Medicine,"Colchester, Vermont / 05446",3011182175.0,Registered
"Northern Illinois Blood Bank, Inc. dba Rock River Valley Blood Center","Rockford, Illinois / 61107",1475219.0,Registered
Northridge Center for Reproductive Medicine,"Northridge, California / 91324",3004628026.0,Inactive
Northside Hospital,"Atlanta, Georgia / 30342-1611",1000017811.0,Registered
Northside Hospital Hematopoietic Stem Cell Lab,"Atlanta, Georgia / 30342",3008260642.0,Registered
Northwell Health,"Manhasset, New York / 11030",2475795.0,Inactive
Northwell Health Fertility - Suffolk,"Smithtown, New York / 11787",3015042191.0,Inactive
Northwell Health Fertility NYC,"New York, New York / 10065",3015042190.0,Registered
Northwell Health Fertility-Manhasset,"Manhasset, New York / 11030",3003972309.0,Registered
Northwell Health System Laboratories,"Little Neck, New York / 11362",3005587376.0,Registered
Northwest Center for Infertility and Reproductive Endocrinology,"Jacksonville, Florida / 32256",3030750221.0,Registered
Northwest. Fertility Center,"Portland, Oregon / 97201",1000404960.0,Registered
Northwestern Medicine,"Chicago, Illinois / 60611",3004743924.0,Registered
Northwestern Medicine - Mathews Center for Cellular Therapy,"Chicago, Illinois / 60611",1420274.0,Registered
"Norton Healthcare, Norton Children's Hospital","Louisville, Kentucky / 40202",1000160078.0,Registered
Nova In Vitro Fertilization,"Mountain View, California / 94040",3003971359.0,Registered
Nova Scotia Cell Therapy & Transplant Program,"Halifax, / B3H2Y9",3003380850.0,Registered
"Nova Vita Laboratories, LLC","Durham, North Carolina / 27709",3032138984.0,Registered
Novafem SAS,"Bogota, / 112201",3031607556.0,Registered
Novant Health Cancer Institute Cellular Therapy & Apheresis,"Charlotte, North Carolina / 28204",3014658454.0,Registered
Novartis Pharmaceuticals Corporation,"East Hanover, New Jersey / 07936",3028238075.0,Inactive
Novex Innovations,"Winston-Salem, North Carolina / 27101",3011680766.0,Registered
Novoinjertos S.C.,"Mexico City, / C.P. 03100",3004642080.0,Registered
NuTruIV LLC,"Shawnee, Kansas / 66226",,Inactive
"Nucel, LLC","Birmingham, Alabama / 35216",3008579765.0,Inactive
"Nutek Bravo, LLC","Hayward, California / 94545",3015542130.0,Registered
"NuvaCord, LLC","Fort Worth, Texas / 76102",3008602335.0,Inactive
OC Fertility/ Orange County Fertility,"Newport Beach, California / 92660",3009156913.0,Registered
OMA Fertility St. Louis,"Chesterfield, Missouri / 63017",3025503762.0,Inactive
"OOO ""ECO tsentr""","Moscow, / 117186",3008246452.0,Inactive
ORBONE OSTEOGENESIS ANONIM SIRKETI,"ANKARA, / 06805",3035760982.0,Registered
"ORM Fertility, LLC","Bellevue, Washington / 98004",3003985130.0,Inactive
"ORM Fertility, LLC dba Pinnacle Fertility Oregon","Portland, Oregon / 97205",3003985017.0,Registered
OU Health,"Oklahoma City, Oklahoma / 73104-5047",3001451718.0,Registered
OU Health Reproductive Medicine Lab,"Oklahoma City, Oklahoma / 73104",3004961294.0,Registered
Oak Clinic,"Osaka, / ¿557-0045",3015457564.0,Inactive
Ochsner Health Apheresis Collection/Cellular Therapy Processing Lab,"New Orleans, Louisiana / 70121-2429",2370420.0,Registered
Ochsner LSU Health Shreveport,"Shreveport, Louisiana / 71103",3003480572.0,Registered
"Ocular Systems, Inc.","Aurora, Colorado / 80011",3006480421.0,Inactive
"Odessa Fertility Lab, Inc","Odessa, Texas / 79761",3010721915.0,Inactive
Offices for Fertility and Reproductive Medicine ART Laboratory,"New York, New York / 10003",3003972370.0,Inactive
"Offices for Fertility and Reproductive Medicine, P.C.","New York, New York / 10065",3005458849.0,Inactive
"Ohio Fertility Providers, LLC","Cincinnati, Ohio / 45209",3015173692.0,Registered
Ohio Reproductive Medicine,"Columbus, Ohio / 43215",3004563989.0,Registered
OhioHealth Riverside Methodist Hospital,"Columbus, Ohio / 43214",3013598700.0,Registered
Oklahoma Blood Institute,"Oklahoma City, Oklahoma / 73104-3299",1626009.0,Registered
Oklahoma Lions Eye Bank,"Oklahoma City, Oklahoma / 73105",3001238030.0,Registered
"Old Dominion Eye Foundation, Inc. (Old Dominion Eye Bank)","North Chesterfield, Virginia / 23236",3001236469.0,Registered
Ollipsis Fertility Inc,"Chicago, Illinois / 60601",3018122011.0,Inactive
Olympia Fertility,"Olympia, Washington / 98502",3003973137.0,Registered
Olysa Fertility Center,"Los Angeles, California / 90024",,Pre-registered
Omni Blood Center,"ORLANDO, Florida / 32804",3008252927.0,Inactive
"Oncology Specialities, PC","Huntsville, Alabama / 35805",3003909821.0,Inactive
"One Biologics, LLC","Las Vegas, Nevada / 89119",3028382123.0,Inactive
One Cord Lab LLC,"Frisco, Texas / 75034",3022355781.0,Registered
One Umbilical Cord Lab Inc,"Richardson, Texas / 75080",3013913163.0,Inactive
"OneBlood, Inc.","Fort Lauderdale, Florida / 33309",1077496.0,Registered
OneLegacy,"Azusa, California / 91702",3010307860.0,Registered
"Onto Fertility of Colorado, PC","Englewood, Colorado / 80112",3007374604.0,Registered
Oregon Health & Science University,"Portland, Oregon / 97239",3072905.0,Registered
Oregon Health and Science University,"Portland, Oregon / 97239",3004147742.0,Registered
"OrganaBio, LLC","Miami, Florida / 33167",3016082743.0,Registered
Organogenesis Inc.,"Norwood, Massachusetts / 02062",3019301550.0,Inactive
Origin Biologics LLC,"Las Vegas, Nevada / 89119",,Inactive
"Origin Biologics, LLC","Las Vegas, Nevada / 89119",3016678141.0,Registered
Origin Fertility PA,"Grapevine, Texas / 76051",3023796353.0,Inactive
OriginElle Fertility Clinic and Women's HEalth Center,"Montréal, / H4A3J3",3011375121.0,Registered
Orlando Health -Orlando Regional Medical Center,"Orlando, Florida / 32806",3007325526.0,Registered
Orlando Health Cancer Institute Bone Marrow and Cellular Therapy,"Orlando, Florida / 32806",3018154316.0,Registered
"Osiris Therapeutics, Inc.","Columbia, Maryland / 21046",3006638648.0,Registered
"Osiris Therapeutics, Inc.","Baltimore, Maryland / 21231",3001451382.0,Inactive
Ospedale San Raffaele,"Milan, / 20132",3003716240.0,Inactive
"Ossium Health, Inc.","Indianapolis, Indiana / 46278",3018425658.0,Registered
Osteolife Biomedical I LLC,"Miami, Florida / 33136",3014623896.0,Registered
"Osteotech, Inc., a subsidiary of Medtronic Sofamor Danek USA, Inc.","Eatontown, New Jersey / 07724",3002600221.0,Registered
Ottawa Hospital-General Campus,"Ottawa, Ontario, / K1H 8L6",3002495109.0,Registered
"Our Lady of The Lake Hospital, Inc","Baton Rouge, Louisiana / 70808",3005687499.0,Inactive
Oval Healthcare Private Limited,"New Delhi, / 110027",3013667792.0,Inactive
Ovarian Cryopreservation Laboratory,"New Haven, Connecticut / 06511",3006026615.0,Registered
"Ovavit, S.L.","Marbella, / 29603",3015983355.0,Registered
"Ovoclinic Madrid, S.L.","Marbella, / 29603",3020566369.0,Registered
Oxford Therapeutic Apheresis Unit,"Oxford, / OX3 9BQ",3027689362.0,Registered
PAMF REI (formerly PAMF Fertility Physicians of Northern CA),"San Jose, California / 95124",3003969236.0,Registered
PEACH STATE MEDICAL PRACTICE DBA: KINDBODY OF TEXAS MEDICAL PRACTICE,"AUSTIN, Texas / 78701",3019747076.0,Registered
PHEI Institute of General Practice - Family Medicine (DBA ADONIS),"Kyiv, / 02132",3038197701.0,Registered
Pacific Coast Tissue Bank,"Los Angeles, California / 90007",1000160579.0,Inactive
Pacific Fertility Center,"San Francisco, California / 94133",3003971426.0,Registered
Pacific Fertility Center-Los Angeles,"Los Angeles, California / 90024",3005062322.0,Registered
Pacific In Vitro Fertilization Institute,"Honolulu, Hawaii / 96826",3004740648.0,Registered
"Pacific Northwest Fertility and IVF Specialists, I, PLLC","Bellevue, Washington / 98004",3002921136.0,Registered
Pacific Reproductive Center,"Torrance, California / 90505",3005488001.0,Registered
Pacific Reproductive Center,"Glendale, California / 91206",3004092752.0,Inactive
"Palmetto Fertility Center of South Florida, Inc.","Hialeah, Florida / 33016",3004586634.0,Inactive
Palmetto Processing HHG,"greenville, South Carolina / 29607",3043166277.0,Registered
"Palo Alto Medical Foundation, Fremont Center","Fremont, California / 94538",3007204422.0,Inactive
"Palo Alto Medical Foundation, Portola Valley Fertility Clinic","Portola Valley, California / 94028",3007204230.0,Inactive
"Palo Alto Medical Foundation, Redwood City Women's Health","Redwood City, California / 94062",3007204260.0,Inactive
Panama Fertility Clinic,"Panama, / 00000",3017897138.0,Registered
