entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status
ENT-000781,1,biopharmguy_cros_standardized.csv,TACONIC BIOSCIENCES,,59574966a538f2a9,"273 Hover Ave, Germantown, NY 12526",Germantown,NY,,US,biopharmguy_cros,https://www.taconic.com/,,info@taconic.com,,,,,,no_explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=102317)",found_via_fallback_search,extracted
ENT-000782,1,biopharmguy_cros_standardized.csv,ALFA CYTOLOGY,,61c695313ad48f71,"500-B Wheeler Rd, Hauppauge, NY 11788",Hauppauge,NY,,US,biopharmguy_cros,https://www.alfacytology.com/,,,,,,,,no_explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=128948)","checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=128948)",extracted
ENT-000783,1,biopharmguy_cros_standardized.csv,AMERIGO SCIENTIFIC,,4173270489960603,"500-G Wheeler Rd, Ste G",Hauppauge,NY,,US,biopharmguy_cros,https://www.amerigoscientific.com/,,contact@amerigoscientific.com,,,,,,explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=5,total_text_chars=58256)",found_via_fallback_search,extracted
ENT-000784,1,biopharmguy_cros_standardized.csv,ACUTIS BIOSCIENCES,,2bcde82b4bb56eda,400 Karin Lane,Hicksville,NY,,US,biopharmguy_cros,https://acutis.com/,Sara Anderson,service@acutis.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000785,1,biopharmguy_cros_standardized.csv,IFYBER,,a4b058ad053ce34f,"950 Danby Road, Suite 198",Ithaca,NY,,US,biopharmguy_cros,https://ifyber.com/,,info@iFyber.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=30078)",extracted,found_via_fallback_search
ENT-000786,1,biopharmguy_cros_standardized.csv,ICHOR LIFE SCIENCES,,e5de4ddb5743d6ba,831 James Street,Lafayette,NY,,US,biopharmguy_cros,https://ichorlifesciences.com/,"Kelsey Moody, PhD, MBA Chief Executive Officer",info@ichorlifesciences.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000787,1,biopharmguy_cros_standardized.csv,D.E. SHAW RESEARCH,,60d75f7ac6d8e9b1,120 W. 45th St.,New York,NY,,US,biopharmguy_cros,https://www.deshawresearch.com/,,Inquiries@DEShawResearch.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=1,fetched_ok=1,total_text_chars=1895)",extracted,extracted
ENT-000788,1,biopharmguy_cros_standardized.csv,TARA INNOVATIONS,,62fbf9ece476cc6e,6 doyers st,New York,NY,,US,biopharmguy_cros,http://www.tarainnovations.com/,"Hemant N. Joshi, PhD",hemantjoshi@tarainnovations.com,,,,,,no_explicit_gmp,extracted,found_via_fallback_search,found_via_fallback_search,extracted
ENT-000789,1,biopharmguy_cros_standardized.csv,TACONIC BIOSCIENCES,,f5e5985d0fa437ab,5 University Place,Rensselaer,NY,,US,biopharmguy_cros,https://www.taconic.com/,,info@taconic.com,,,,,,no_explicit_gmp,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=102317)",found_via_fallback_search,extracted
ENT-000790,1,biopharmguy_cros_standardized.csv,2.0 ANALYTICAL SOLUTIONS,,39a6701ef115b3e6,9 Knapp St.,Sherburne,NY,,US,biopharmguy_cros,https://www.2analytical.com/,Colby Bagnall,info@2analytical.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000791,1,biopharmguy_cros_standardized.csv,L2P RESEARCH LABS,,ed2aed9bd89b634c,25 Health Sciences Drive,Stony Brook,NY,,US,biopharmguy_cros,https://www.l2plabs.com/,Dr. Anaganti,Info@L2Presearch.com,,,,,,,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000792,1,biopharmguy_cros_standardized.csv,SMITHERS,,9dbefe485cb40523,"526 S Main Street, Suite 813B, Akron, OH 44311",Akron,OH,,US,biopharmguy_cros,https://www.smithers.com/industries/bioanalytical,,info@smithersmail.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000793,1,biopharmguy_cros_standardized.csv,INFINIXBIO,,a2cb394b61b4674f,1507 Chambers Rd.,Athens,OH,,US,biopharmguy_cros,https://www.infinixbio.com/,"Sandra Nelson, PhD",nhenderson@infinixbio.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000794,1,biopharmguy_cros_standardized.csv,DG MEDICAL,,3b9845be57689607,900 Dimco Way,Centerville,OH,,US,biopharmguy_cros,https://dg-medical.com/,,sales@dg-medical.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=8592)",extracted,extracted
ENT-000795,1,biopharmguy_cros_standardized.csv,SUS CLINICALS,,1358ae75bf9a9cb8,"4555 Lake Forest Drive, Suite 650",Cincinnati,OH,,US,biopharmguy_cros,https://susclinicals.com/,Dr. Jessicca M. Rege,steve@susclinicals.com,,,,,,no_explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000796,1,biopharmguy_cros_standardized.csv,ANALIZA,,9e39202d6cc2f295,3615 Superior Ave E #4407B,Cleveland,OH,,US,biopharmguy_cros,https://analiza.com/,Dr. Chait and Dr. Zaslavsky,info@analiza.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000797,1,biopharmguy_cros_standardized.csv,APPLIED BIOMOLECULAR TECHNOLOGIES,,53b23121c9f4e923,1381 Kinnear Road,Columbus,OH,,US,biopharmguy_cros,http://www.bioabt.com/,Nick Henderson Chief Executive Officer,,,,,,,no_explicit_gmp,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=35959)",extracted
ENT-000798,1,biopharmguy_cros_standardized.csv,CMD MEDTECH,,4ec766537e1b7334,2323 W. 5th Avenue Suite 210,Columbus,OH,,US,biopharmguy_cros,https://cmdmedtech.com/,,info@cmdmedtech.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=41052)",extracted,extracted
ENT-000799,1,biopharmguy_cros_standardized.csv,OLON USA,,4095f5287c07924e,"7528 Auburn Road, Concord, OH 44077",Concord,OH,,US,biopharmguy_cros,https://olon-usa.com/,Robert Poe Chief Executive Officer,contactus@olon-usa.com,,,,,,explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000800,1,biopharmguy_cros_standardized.csv,ATHERION BIORESEARCH,,df249794d23b96e9,"4883 Pondloop Dr., Dublin, OH 43016",Dublin,OH,,US,biopharmguy_cros,https://www.atherion-bioresearch.com/,"Michael Rosol, PhD CEO",info@atherion-bioresearch.com,,,,,,no_explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000801,1,biopharmguy_cros_standardized.csv,NAMSA,,d50d71c042500316,"6750 Wales Road, Northwood, OH 43619",Northwood,OH,,US,biopharmguy_cros,https://namsa.com/,"Joseph W. Carraway, D.V.M., M.S.",,,,,,,explicit_gmp,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search
ENT-000802,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,CMC PHARMACEUTICALS,,a75aa7e231481942,30625 Solon Road Unit G,Solon,OH,44139,US,biopharmguy_cros,https://www.cmcpharm.com/,Donald Duwe,don.duwe@cmcpharm.com,,,,,,explicit_gmp,,,,extracted
ENT-000803,1,biopharmguy_cros_standardized.csv,EYECRO,,c6e0e051dccc43d7,5301 N. Beverly Drive,Oklahoma City,OK,,US,biopharmguy_cros,https://eyecro.com/,,info@eyecro.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=36553)",extracted,extracted
ENT-000804,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,OFD BIOPHARMA,,e19590945047d732,525 25th Ave SW,Albany,OR,97322,US,biopharmguy_cros,https://ofdlifesciences.com/industries/biopharma/,Steven Brown,steven.brown@ofd.com,,,,,,,,,,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000805,1,biopharmguy_cros_standardized.csv,SIRONA DX,,1a9e60fdd28862e8,4640 Southwest Macadam Avenue,Portland,OR,,US,biopharmguy_cros,https://sironadx.com/,"Nasry Yassa, PhD",info@sironadx.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000806,1,biopharmguy_cros_standardized.csv,FRONTAGE,,9f45e3085e3ae71c,"760 Pennsylvania Dr, Exton, PA 19341",Exton,PA,,US,biopharmguy_cros,https://www.frontagelab.com/,Dr. Nan Zhang,flcovid19_testing@Frontagelab.com,,,,,,explicit_gmp,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search
ENT-000807,1,biopharmguy_cros_standardized.csv,MELIOR DISCOVERY,,ebf365e4aab5c894,"860 Springdale Drive, Suite 500",Exton,PA,,US,biopharmguy_cros,https://www.meliordiscovery.com/,"Andrew Reaume, PhD",areaume@meliordiscovery.com,,,,,,,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000808,1,biopharmguy_cros_standardized.csv,EICARTE LLC,,04c8f31270af9640,P.O. Box 4359,Gettysburg,PA,,US,biopharmguy_cros,http://www.eicarte.com/,Tracie E. Bunton DVM PhD DACVP,info@eicarte.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000809,1,biopharmguy_cros_standardized.csv,ALTASCIENCES,,597927a65e9c60ed,1510 Delp Drive,Harleysville,PA,,US,biopharmguy_cros,https://www.altasciences.com/,,contact@altasciences.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000810,1,biopharmguy_cros_standardized.csv,AVANTIA LABS,,6f6aa2ece79a3b60,206 Welsh Road,Horsham,PA,,US,biopharmguy_cros,https://avantialabs.com/,Dr. Rachel Nguyen,Info@AvantiaLabs.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000811,1,biopharmguy_cros_standardized.csv,CLINCHOICE,,404a1b2daceb4eec,"300 Welsh Road, Building 5, Suite 201",Horsham,PA,,US,biopharmguy_cros,https://clinchoice.com/,,info@clinchoice.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000812,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,FRANKLIN BIOLABS,,dd157baf3ea9454d,411 Swedeland Rd,King Of Prussia,PA,19406,US,biopharmguy_cros,https://franklinbio.com/,Patrick McNally,patrick.mcnally@franklinbio.com,,,,,,explicit_gmp,,,,extracted
ENT-000813,1,biopharmguy_cros_standardized.csv,SYNCRO MEDICAL,,b2a22b83fc15b51b,"515 Mulberry Street, Suite 200",Langhorne,PA,,US,biopharmguy_cros,https://syncro.com/,,,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000814,3,biopharmguy_cros_standardized.csv; biopharmguy_therapeutics_standardized.csv; fda_drug_registration_standardized.csv,BIOPHARMASPEC,,811040bd173ee818,18 Spring Mill Dr,Malvern,PA,19355,US,biopharmguy_cros,https://biopharmaspec.com/,Diane Michalski,d.michalski@biopharmaspec.com,,,,,,,,,,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000815,1,biopharmguy_cros_standardized.csv,EUREKA BIOTECHNOLOGY,,2ccee3c356329dca,"3675 Market Street, STE 200",Philadelphia,PA,,US,biopharmguy_cros,https://eurekabiotechnology.com/,,info.eurekabiotech@eurekaintl.us,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=10568)",extracted,extracted
ENT-000816,2,biopharmguy_cros_standardized.csv; biopharmguy_therapeutics_standardized.csv,LAMPIRE BIOLOGICAL LABS,,4c082816c710a5b4,P.O. Box 270,Pipersville,PA,,US,biopharmguy_cros,https://www.lampire.com/,President Gregory F. Krug,lampire@lampire.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000817,1,biopharmguy_cros_standardized.csv,VASCULARSTRATEGIES,,7bed3031cb4e1dc1,"5110 Campus Drive, Suite 137",Plymouth Meeting,PA,,US,biopharmguy_cros,https://vascularstrategy.com/,"Steven J. Adelman, PhD, FAHA",info@vascularstrategies.com,,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000818,1,biopharmguy_cros_standardized.csv,ALTASCIENCES,,a7f947aa0cee84ab,130 Discovery Drive,Scott Township,PA,,US,biopharmguy_cros,https://www.altasciences.com/,,contact@altasciences.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000819,1,biopharmguy_cros_standardized.csv,QRD PHARMA,,f0daa5e04a6bd05b,"2600 Kelly Road, Warrington, PA 18976, Suite 110",Warrington,PA,,US,biopharmguy_cros,https://qrdpharma.com/,,contactus@qrdpharma.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000820,1,biopharmguy_cros_standardized.csv,PHI LIFE SCIENCES,,a58b75ca36bb4a61,"645 Meeting Street, Suite 3",Charleston,SC,,US,biopharmguy_cros,https://www.philifesciences.com/,,info@philifesciences.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=16543)",extracted,extracted
ENT-000821,1,biopharmguy_cros_standardized.csv,ALPHA GENESIS,,d76c50e2965dc0b5,"95 Castle Hall Rd, Yemassee, SC 29945",Yemassee,SC,,US,biopharmguy_cros,https://www.alphagenesisinc.com/,Dr. Greg Westergaard,info@alphagenesisinc.com,,,,,,no_explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000822,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,AUGUST BIOSERVICES,,5100280e48bb0312,1845 Elm Hill Pike,Nashville,TN,37210,US,biopharmguy_cros,https://www.augustbio.com/,Michael Scribner,mscribner@augustbio.com,,,,,,explicit_gmp,,,,found_via_fallback_search
ENT-000823,2,biopharmguy_cros_standardized.csv; biopharmguy_therapeutics_standardized.csv,ISOTHERAPEUTICS,,7fd284d8735e3a0b,1004 South Velasco Street,Angleton,TX,,US,biopharmguy_cros,https://isotherapeutics.com/,"Ebrahim S. Delpassand, M.D.",[email protected],,,,,,explicit_gmp,extracted,extracted,extracted,extracted
ENT-000824,1,biopharmguy_cros_standardized.csv,ALTOGEN LABS,,469eea0d6e884bb3,"11200 Menchaca Road, Bldg 2, Suite 203",Austin,TX,,US,biopharmguy_cros,https://altogenlabs.com/,"Alex Fanelli, PhD",info@altogenlabs.com,,,,,,explicit_gmp,extracted,found_via_fallback_search,extracted,found_via_fallback_search
ENT-000825,1,biopharmguy_cros_standardized.csv,DEVSYNTHESIS,,cfe289dec8a6be58,"Plot No. 59, Technology Park , Industrial Development Association [IDA] Opposite Sahi Export, Nacharam, Hyderabad, India – 500076",Austin,TX,,US,biopharmguy_cros,https://dev-synthesis.com/,Ashutosh,ashutosh@dev-synthesis.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000826,2,biopharmguy_cros_standardized.csv; ycombinator_standardized.csv,MACROMOLTEK,,7fbda04a19ea3df3,,Austin,TX,,US,biopharmguy_cros,https://www.macromoltek.com/,"Monica Berrondo, PhD CEO",monica@macromoltek.com,,"Macromoltek: Revolutionizing antibody design.

Description:  Macromoltek, a computational de novo drug design company, rapidly produces accurate and credible antibody designs. We have built a proprietary platform that enables design against difficult targets inaccessible by traditional methods and have are already designing antibodies for large biopharmas and smaller biotechs.",Active,Early,Computational antibody design,no_explicit_gmp,"checked_pages_not_found (pages_checked=5,fetched_ok=5,total_text_chars=21625)",extracted,found_via_fallback_search,extracted
ENT-000827,1,biopharmguy_cros_standardized.csv,RARELABS,,6f4b374f97600ea6,,Austin,TX,,US,biopharmguy_cros,https://hopeatrarelabs.com/,,hope@alpharose.com,,,,,,no_explicit_gmp,"pages_likely_js_rendered (pages_checked=1,fetched_ok=1,total_text_chars=53)","pages_likely_js_rendered (pages_checked=1,fetched_ok=1,total_text_chars=53)",found_via_fallback_search,extracted
ENT-000828,1,biopharmguy_cros_standardized.csv,DALLAS TISSUE RESEARCH,,d9cab64b14ce1481,"4254 Spring Valley Rd, Farmers Branch, TX 75244",Farmers Branch,TX,,US,biopharmguy_cros,https://www.dtr-labs.com/,Kristin Panwell Director of Digital Pathology,info@dtr-labs.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000829,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,CEUTICAL LABORATORIES,,3c8347545a3b81e3,1500 Lakeside Pkwy Ste 100,Flower Mound,TX,75028-4006,US,biopharmguy_cros,https://ceuticallabs.com/,Courtland Imel,cimel@ceuticallabs.com,,,,,,explicit_gmp,,,,found_via_fallback_search
ENT-000830,2,biopharmguy_cros_standardized.csv; fda_drug_registration_standardized.csv,AVANCE BIOSCIENCES,,ffe7facd6fe43d9d,5500 NW Central Dr,Houston,TX,77092,US,biopharmguy_cros,https://www.avancebio.com/,Juan Hoyos,juan.hoyos@avancebio.com,,,,,,explicit_gmp,,,,found_via_fallback_search
ENT-000831,2,biopharmguy_cros_standardized.csv; form_d_standardized.csv,BIOSTATE AI,0001990762,baed0aeb6873bf41,"7505 Fannin St., Suite 610, None",Houston,TX,77054,US,biopharmguy_cros,https://www.biostate.ai/,"David Zhang, Ph.D.",contact@biostate.ai,,,,,,no_explicit_gmp,,extracted,extracted,extracted
ENT-000832,1,biopharmguy_cros_standardized.csv,K2BIO,,24cce33b15a71dea,"2710 Reed Rd Suite 160, Houston, TX 77051",Houston,TX,,US,biopharmguy_cros,https://www.k2-biolabs.com/,,info@k2-biolabs.com,,,,,,,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000833,1,biopharmguy_cros_standardized.csv,MEDICAL METRICS,,43153cba2f93e8cd,"2000 Bering Drive, Suite 800",Houston,TX,,US,biopharmguy_cros,https://medicalmetrics.com/,Kirk Johnson,info (at) medicalmetrics.com,,,,,,no_explicit_gmp,extracted,found_via_fallback_search,extracted,extracted
ENT-000834,1,biopharmguy_cros_standardized.csv,OCLAD ENGINEERING,,d6492d36d687e78e,,Houston,TX,,US,biopharmguy_cros,https://www.ocladengineering.com/,,,,,,,,no_explicit_gmp,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=25757)","checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=25757)","checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=25757)",extracted
ENT-000835,2,biopharmguy_cros_standardized.csv; biopharmguy_therapeutics_standardized.csv,VIROVEK,,cc8c94b0b68898c1,8300 Cypress Creek Parkway Suite 100,Houston,TX,,US,biopharmguy_cros,https://virovek.com/,"Haifeng Chen, Ph.D. Interim Chief Executive Officer & Founder",info@virovek.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000836,1,biopharmguy_cros_standardized.csv,RTLGENOMICS,,dfa72867d0077fcf,"6901 Quaker Avenue, Suite 200",Lubbock,TX,,US,biopharmguy_cros,https://rtlgenomics.com/,,info@rtlgenomics.com,,,,,,no_explicit_gmp,extracted,"checked_pages_not_found (pages_checked=6,fetched_ok=6,total_text_chars=18491)",found_via_fallback_search,extracted
ENT-000837,1,biopharmguy_cros_standardized.csv,BIOASSAY SCIENCES,,4cce74801624d484,"12401 North Wildflower Lane, Highland, UT 84003, USA",Highland,UT,,US,biopharmguy_cros,https://bioassaysciences.com/,Thomas A. Little President and Principal Consultant,contact@bioassaysciences.com,,,,,,no_explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000838,1,biopharmguy_cros_standardized.csv,AXCEND,,a78397ec79cfa7a7,3301 N. Thanksgiving Way #175,Lehi,UT,,US,biopharmguy_cros,https://axcendcorp.com/,Tricia D'Cruz,info@axcendcorp.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000839,1,biopharmguy_cros_standardized.csv,IBEX PRECLINICAL RESEARCH,,148728967a26b010,"1072 1380 N Logan, UT 84321, United States",Logan,UT,,US,biopharmguy_cros,https://ibexresearch.com/,Dr. Joshua Packer,[email protected],,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000840,1,biopharmguy_cros_standardized.csv,ALIRI,,1674f94a44b48f32,"1121 East 3900 South, Suite C-210",Salt Lake City,UT,,US,biopharmguy_cros,https://aliribio.com/,"Kevin Jones, President",DPO@aliribio.com,,,,,,,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000841,1,biopharmguy_cros_standardized.csv,T3S TECHNOLOGIES,,bc9b5552404f7b1a,36 S Wasatch Dr. SMBB 2800,Salt Lake City,UT,,US,biopharmguy_cros,http://www.t3sbio.com/,"DANIEL WEE, Ph.D FOUNDER & CEO",dan@t3sbio.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000842,1,biopharmguy_cros_standardized.csv,PROLYTIX,,56a78ad22c06f300,57 River Road #1021,Essex Junction,VT,,US,biopharmguy_cros,https://www.goprolytix.com/,,info@goprolytix.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=26743)",found_via_fallback_search,extracted
ENT-000843,1,biopharmguy_cros_standardized.csv,ALTASCIENCES,,71d2d844c7d56848,"6605 Merrill Creek Parkway, Everett, WA 98203",Everett,WA,,US,biopharmguy_cros,https://www.altasciences.com/,,contact@altasciences.com,,,,,,explicit_gmp,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,found_via_fallback_search
ENT-000844,1,biopharmguy_cros_standardized.csv,DSK INNOSCIENCES,,ff1bdee8b42c159c,13907 SE 87th Street,Newcastle,WA,,US,biopharmguy_cros,https://dskinnosciences.com/,"Selva Kumar Natesan, PhD",rama.b@dskinnosciences.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000845,1,biopharmguy_cros_standardized.csv,GMJ TECHNOLOGIES,,e06e05f86555c088,"4000 Mason Road, Seattle, Washington 98195",Seattle,WA,,US,biopharmguy_cros,https://gmjtechs.com/,"Dr. Tosin Dada, President & CTO",tdada@gmjtechs.com,,,,,,,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)"
ENT-000846,1,biopharmguy_cros_standardized.csv,HEMATOLOGICS,,a39a07bb89b4a244,3161 Elliott Ave. Suite 200,Seattle,WA,,US,biopharmguy_cros,https://www.hematologics.com/,Eric Johnson,clientservices@hematologics.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000847,1,biopharmguy_cros_standardized.csv,OLYMPIC PROTEIN TECHNOLOGIES,,44cc5fda487a24b2,454 N 34th Street Lower Level,Seattle,WA,,US,biopharmguy_cros,https://opt.bio/,Derek Piper,contact@OPT.bio,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000848,1,biopharmguy_cros_standardized.csv,PLUREXA,,59d226c44802ec74,"1209 6th Ave N, Suite 101",Seattle,WA,,US,biopharmguy_cros,https://plurexa.com/,Benjamin Freedman,discover@plurexa.com,,,,,,no_explicit_gmp,extracted,found_via_fallback_search,extracted,extracted
ENT-000849,1,biopharmguy_cros_standardized.csv,SCISCO GENETICS,,978439ec3f827f32,"10700 Meridian Ave N STE 504, Seattle, WA 98133",Seattle,WA,,US,biopharmguy_cros,https://www.sciscogenetics.com/,Wyatt Nelson,wnelson@sciscogenetics.com,,,,,,no_explicit_gmp,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted
ENT-000850,1,biopharmguy_cros_standardized.csv,STEMINA BIOMARKER DISCOVERY,,df01429f1104679f,"504 S. Rosa Road, Suite 150",Madison,WI,,US,biopharmguy_cros,https://stemina.com/,Beth Donley,customerservice@stemina.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000851,1,biopharmguy_cros_standardized.csv,PPD,,a0d7ec88819e5530,"8551 Research Way, Suite 90, Middleton, WI 53562-1475",Middleton,WI,,US,biopharmguy_cros,https://www.ppd.com/,Nadine Maeser,Nadine.Maeser@ppd.com,,,,,,explicit_gmp,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search
ENT-000852,1,biopharmguy_cros_standardized.csv,PROTEUS GENOMICS,,7a94572ef617b3e2,218 Summit Pkwy,Birmingham,AL,,US,biopharmguy_cros,https://proteusgenomicslabs.com/,"Dr. Mary C. Long, Ph.D",ClientServices@PLabs.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
ENT-000853,1,biopharmguy_cros_standardized.csv,TRIALTUS BIOSCIENCE,,c08ebb98723cc28d,"1500 1st Avenue North, Suite L131, Birmingham, AL 35203",Birmingham,AL,,US,biopharmguy_cros,https://trialtusbioscience.com/,Dr. Jennifer Doudna,info@trialtusbioscience.com,,,,,,no_explicit_gmp,found_via_fallback_search,extracted,extracted,extracted
ENT-000854,1,biopharmguy_cros_standardized.csv,MICROARRAYS,,aee8e07c61402961,800 Hudson Way,Huntsville,AL,,US,biopharmguy_cros,http://www.microarrays.com/,,info@microarrays.com,,,,,,explicit_gmp,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=7425)",extracted,found_via_fallback_search
ENT-000855,2,biopharmguy_cros_standardized.csv; fda_hct_standardized.csv,HUMABIOLOGICS,,87e14b91ede13a9f,275 N Gateway Dr,Phoenix,AZ,85034,US,biopharmguy_cros,https://humabiologics.com/,"Mohammad Albanna, PhD",info@humabiologics.com,,,,,,explicit_gmp,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search
ENT-000856,1,biopharmguy_cros_standardized.csv,IMAGING ENDPOINTS II,,cfa243d6c0e4e221,7150 EAST CAMELBACK RD. SUITE 120,Scottsdale,AZ,,US,biopharmguy_cros,https://imagingendpoints.com/,"Ron Korn, MD, PhD",thecure@imagingendpoints.com,,,,,,no_explicit_gmp,extracted,extracted,extracted,extracted
